scope,seed,model,metric,M,delta,target_fro,actual_fro,value_mean,value_std,size_distortion_mean,rejections_mean,effective_iterations_mean,runtime_sec_mean,seed_count,target_fro_mean,actual_fro_mean
aggregate,,baseline_ols_f_n5,type1_error,5,,,,0.0,0.0,-0.05,0.0,5.0,0.02254009246826172,1,,
aggregate,,baseline_ols_f_n5,power,5,0.05,0.05,,0.2,0.0,,1.0,5.0,0.01487421989440918,1,0.05,0.05000000000000003
