scope,seed,model,metric,M,delta,target_fro,actual_fro,value,size_distortion,rejections,effective_iterations,runtime_sec
seed,42,baseline_ols_f_n5,type1_error,5,,,,0.0,-0.05,0,5,0.02254009246826172
seed,42,baseline_ols_f_n5,power,5,0.05,0.05,0.05000000000000003,0.2,,1,5,0.01487421989440918
