B,n_seed,chi2_p_value_mean,chi2_p_value_ci95_low,chi2_p_value_ci95_high,chi2_p_value_sd,chi2_p_value_n,f_asymptotic_p_value_mean,f_asymptotic_p_value_ci95_low,f_asymptotic_p_value_ci95_high,f_asymptotic_p_value_sd,f_asymptotic_p_value_n,bootstrap_lr_p_value_mean,bootstrap_lr_p_value_ci95_low,bootstrap_lr_p_value_ci95_high,bootstrap_lr_p_value_sd,bootstrap_lr_p_value_n,bootstrap_f_p_value_mean,bootstrap_f_p_value_ci95_low,bootstrap_f_p_value_ci95_high,bootstrap_f_p_value_sd,bootstrap_f_p_value_n,abs_diff_boot_lr_vs_chi2_mean,abs_diff_boot_lr_vs_chi2_ci95_low,abs_diff_boot_lr_vs_chi2_ci95_high,abs_diff_boot_lr_vs_chi2_sd,abs_diff_boot_lr_vs_chi2_n
2,1,0.7541535836769294,0.7541535836769294,0.7541535836769294,0.0,1,0.7482384323142482,0.7482384323142482,0.7482384323142482,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.7541535836769294,0.7541535836769294,0.7541535836769294,0.0,1
