scope,seed,model,metric,M,delta,target_fro,actual_fro,value,size_distortion,rejections,effective_iterations,runtime_sec
seed,2026,sparse_lasso_n20,power,500,0.3,0.3,0.3,0.192,,96,500,716.4439570903778
seed,2026,sparse_lasso_n20,power,500,0.5,0.5,0.5000000000000001,0.662,,331,500,4156.802072048187
seed,2026,lowrank_svd_n5,type1_error,50,,,,0.1,0.05,5,50,8.146826982498169
seed,2026,lowrank_svd_n5,type1_error,100,,,,0.02,-0.030000000000000002,2,100,15.754668951034546
seed,2026,lowrank_svd_n5,type1_error,300,,,,0.07,0.020000000000000004,21,300,47.490236043930054
seed,2026,lowrank_svd_n5,type1_error,500,,,,0.054,0.003999999999999997,27,500,80.25723505020142
seed,2026,lowrank_svd_n5,type1_error,1000,,,,0.047,-0.0030000000000000027,47,1000,139.58575677871704
seed,2026,lowrank_svd_n5,type1_error,2000,,,,0.044,-0.006000000000000005,88,2000,276.5365390777588
seed,2026,lowrank_svd_n5,power,500,0.05,0.05,0.05000000000000002,0.062,,31,500,76.85472512245178
seed,2026,lowrank_svd_n5,power,500,0.1,0.1,0.1,0.088,,44,500,76.33629608154297
seed,2026,lowrank_svd_n5,power,500,0.15,0.15,0.15,0.192,,96,500,76.71430587768555
seed,2026,lowrank_svd_n5,power,500,0.2,0.2,0.20000000000000007,0.318,,159,500,76.37427306175232
seed,2026,lowrank_svd_n5,power,500,0.3,0.3,0.3,0.76,,380,500,77.75718188285828
seed,2026,lowrank_svd_n5,power,500,0.5,0.5,0.5,1.0,,500,500,76.46986103057861
seed,2026,lowrank_svd_n10,type1_error,50,,,,0.04,-0.010000000000000002,2,50,8.345112085342407
seed,2026,lowrank_svd_n10,type1_error,100,,,,0.02,-0.030000000000000002,2,100,15.899556875228882
seed,2026,lowrank_svd_n10,type1_error,300,,,,0.06666666666666667,0.016666666666666663,20,300,50.38980317115784
seed,2026,lowrank_svd_n10,type1_error,500,,,,0.052,0.001999999999999995,26,500,84.98387312889099
seed,2026,lowrank_svd_n10,type1_error,1000,,,,0.04,-0.010000000000000002,40,1000,161.46927618980408
seed,2026,lowrank_svd_n10,type1_error,2000,,,,0.0525,0.0024999999999999953,105,2000,315.1402418613434
seed,2026,lowrank_svd_n10,power,500,0.05,0.05,0.050000000000000024,0.04,,20,500,85.8024570941925
seed,2026,lowrank_svd_n10,power,500,0.1,0.1,0.10000000000000003,0.05,,25,500,86.65636420249939
seed,2026,lowrank_svd_n10,power,500,0.15,0.15,0.15,0.072,,36,500,85.92396807670593
seed,2026,lowrank_svd_n10,power,500,0.2,0.2,0.20000000000000007,0.138,,69,500,85.63037896156311
seed,2026,lowrank_svd_n10,power,500,0.3,0.3,0.3,0.394,,197,500,86.46526598930359
seed,2026,lowrank_svd_n10,power,500,0.5,0.5,0.49999999999999994,0.988,,494,500,85.63511419296265
seed,2026,lowrank_svd_n20,type1_error,50,,,,0.06,0.009999999999999995,3,50,11.023898124694824
seed,2026,lowrank_svd_n20,type1_error,100,,,,0.05,0.0,5,100,20.637923002243042
seed,2026,lowrank_svd_n20,type1_error,300,,,,0.05,0.0,15,300,67.18461990356445
seed,2026,lowrank_svd_n20,type1_error,500,,,,0.052,0.001999999999999995,26,500,114.40107703208923
seed,2026,lowrank_svd_n20,type1_error,1000,,,,0.051,0.000999999999999994,51,1000,207.2631070613861
seed,2026,lowrank_svd_n20,type1_error,2000,,,,0.048,-0.0020000000000000018,96,2000,424.4336259365082
seed,2026,lowrank_svd_n20,power,500,0.05,0.05,0.050000000000000024,0.038,,19,500,117.02747893333435
seed,2026,lowrank_svd_n20,power,500,0.1,0.1,0.10000000000000002,0.062,,31,500,116.54108595848083
seed,2026,lowrank_svd_n20,power,500,0.15,0.15,0.15,0.056,,28,500,114.3266282081604
seed,2026,lowrank_svd_n20,power,500,0.2,0.2,0.2,0.076,,38,500,114.4565167427063
seed,2026,lowrank_svd_n20,power,500,0.3,0.3,0.29999999999999993,0.11,,55,500,115.80967879295349
seed,2026,lowrank_svd_n20,power,500,0.5,0.5,0.5000000000000001,0.612,,306,500,114.5633499622345
