B,n_seed,chi2_p_value_mean,chi2_p_value_ci95_low,chi2_p_value_ci95_high,chi2_p_value_sd,chi2_p_value_n,f_asymptotic_p_value_mean,f_asymptotic_p_value_ci95_low,f_asymptotic_p_value_ci95_high,f_asymptotic_p_value_sd,f_asymptotic_p_value_n,bootstrap_lr_p_value_mean,bootstrap_lr_p_value_ci95_low,bootstrap_lr_p_value_ci95_high,bootstrap_lr_p_value_sd,bootstrap_lr_p_value_n,bootstrap_f_p_value_mean,bootstrap_f_p_value_ci95_low,bootstrap_f_p_value_ci95_high,bootstrap_f_p_value_sd,bootstrap_f_p_value_n,abs_diff_boot_lr_vs_chi2_mean,abs_diff_boot_lr_vs_chi2_ci95_low,abs_diff_boot_lr_vs_chi2_ci95_high,abs_diff_boot_lr_vs_chi2_sd,abs_diff_boot_lr_vs_chi2_n
10,3,0.7016965503712219,0.5218897054294207,0.8369149170031718,0.17191380055631658,3,0.7345160213127903,0.5941102136032883,0.8632577796710529,0.1421542283344111,3,0.6666666666666666,0.605,0.7,0.05773502691896256,3,0.6666666666666666,0.605,0.7,0.05773502691896256,3,0.16191968984801194,0.06096263995384223,0.2387239732800846,0.09674074100883095,3
20,3,0.7016965503712219,0.5218897054294207,0.8369149170031718,0.17191380055631658,3,0.7345160213127903,0.5941102136032883,0.8632577796710529,0.1421542283344111,3,0.7000000000000001,0.605,0.795,0.10000000000000003,3,0.7000000000000001,0.605,0.795,0.10000000000000003,3,0.06191968984801192,0.041914917003171764,0.08852565293827216,0.025437210409919416,3
