scope,seed,model,metric,M,delta,target_fro,actual_fro,value_mean,value_std,size_distortion_mean,rejections_mean,effective_iterations_mean,runtime_sec_mean,seed_count,target_fro_mean,actual_fro_mean
aggregate,,baseline_ols,type1_error,4,,,,0.125,0.125,0.07500000000000001,0.5,4.0,0.2955409288406372,2,,
aggregate,,baseline_ols,type1_error,6,,,,0.3333333333333333,0.16666666666666669,0.2833333333333333,2.0,6.0,0.3671104907989502,2,,
aggregate,,baseline_ols,power,6,0.04,0.08,,0.25,0.08333333333333333,,1.5,6.0,0.2770683765411377,2,0.08,0.07999999999999999
aggregate,,baseline_ols,power,6,0.08,0.16,,0.25,0.08333333333333333,,1.5,6.0,0.19510602951049805,2,0.16,0.16000000000000003
aggregate,,sparse_lasso,type1_error,4,,,,0.0,0.0,-0.05,0.0,4.0,1.3726919889450073,2,,
aggregate,,sparse_lasso,type1_error,6,,,,0.08333333333333333,0.08333333333333333,0.033333333333333326,0.5,6.0,2.002551317214966,2,,
aggregate,,sparse_lasso,power,6,0.04,0.2,,0.3333333333333333,0.0,,2.0,6.0,1.8624519109725952,2,0.2,0.2
aggregate,,sparse_lasso,power,6,0.08,0.4,,0.3333333333333333,0.16666666666666669,,2.0,6.0,1.9184662103652954,2,0.4,0.4
aggregate,,lowrank_svd,type1_error,4,,,,0.625,0.125,0.575,2.5,4.0,1.2219229936599731,2,,
aggregate,,lowrank_svd,type1_error,6,,,,0.16666666666666666,0.16666666666666666,0.11666666666666667,1.0,6.0,1.8582041263580322,2,,
aggregate,,lowrank_svd,power,6,0.04,0.4,,0.25,0.08333333333333333,,1.5,6.0,1.588453769683838,2,0.4,0.4
aggregate,,lowrank_svd,power,6,0.08,0.8,,1.0,0.0,,6.0,6.0,1.3976444005966187,2,0.8,0.8
