scope,seed,model,metric,M,delta,target_fro,actual_fro,value,size_distortion,rejections,effective_iterations,runtime_sec
seed,42,baseline_ols,type1_error,4,,,,0.25,0.2,1,4,0.29477906227111816
seed,42,baseline_ols,type1_error,6,,,,0.5,0.45,3,6,0.3687722682952881
seed,42,baseline_ols,power,6,0.04,0.08,0.07999999999999997,0.3333333333333333,,2,6,0.27210140228271484
seed,42,baseline_ols,power,6,0.08,0.16,0.16,0.3333333333333333,,2,6,0.20057177543640137
seed,42,sparse_lasso,type1_error,4,,,,0.0,-0.05,0,4,1.3574507236480713
seed,42,sparse_lasso,type1_error,6,,,,0.0,-0.05,0,6,1.9997663497924805
seed,42,sparse_lasso,power,6,0.04,0.2,0.2,0.3333333333333333,,2,6,1.8002338409423828
seed,42,sparse_lasso,power,6,0.08,0.4,0.4,0.16666666666666666,,1,6,1.9212968349456787
seed,42,lowrank_svd,type1_error,4,,,,0.5,0.45,2,4,1.2284507751464844
seed,42,lowrank_svd,type1_error,6,,,,0.0,-0.05,0,6,1.9190969467163086
seed,42,lowrank_svd,power,6,0.04,0.4,0.4,0.3333333333333333,,2,6,1.5401194095611572
seed,42,lowrank_svd,power,6,0.08,0.8,0.8,1.0,,6,6,1.3865540027618408
seed,2026,baseline_ols,type1_error,4,,,,0.0,-0.05,0,4,0.29630279541015625
seed,2026,baseline_ols,type1_error,6,,,,0.16666666666666666,0.11666666666666665,1,6,0.3654487133026123
seed,2026,baseline_ols,power,6,0.04,0.08,0.08000000000000002,0.16666666666666666,,1,6,0.28203535079956055
seed,2026,baseline_ols,power,6,0.08,0.16,0.16000000000000003,0.16666666666666666,,1,6,0.18964028358459473
seed,2026,sparse_lasso,type1_error,4,,,,0.0,-0.05,0,4,1.3879332542419434
seed,2026,sparse_lasso,type1_error,6,,,,0.16666666666666666,0.11666666666666665,1,6,2.005336284637451
seed,2026,sparse_lasso,power,6,0.04,0.2,0.2,0.3333333333333333,,2,6,1.9246699810028076
seed,2026,sparse_lasso,power,6,0.08,0.4,0.4,0.5,,3,6,1.915635585784912
seed,2026,lowrank_svd,type1_error,4,,,,0.75,0.7,3,4,1.215395212173462
seed,2026,lowrank_svd,type1_error,6,,,,0.3333333333333333,0.2833333333333333,2,6,1.7973113059997559
seed,2026,lowrank_svd,power,6,0.04,0.4,0.4,0.16666666666666666,,1,6,1.6367881298065186
seed,2026,lowrank_svd,power,6,0.08,0.8,0.8,1.0,,6,6,1.4087347984313965
