Date,EWA,EWC,EWG,EWH,EWI,EWJ,EWK,EWL,EWM,EWN,EWO,EWP,EWQ,EWS,EWT,EWU,EWW,EWY,EWZ,FXI,INDA,EFA
2017-06-01,17.2205,23.4584,27.0567,20.4401,23.601,49.0678,17.3914,31.0778,25.6094,26.8937,18.4467,28.5911,25.5262,19.1006,25.9624,28.0592,46.4002,61.711,29.607,35.9554,30.04,57.1891
2017-06-02,17.4387,23.4495,27.5237,20.5327,23.6913,50.0987,17.5621,31.3514,25.9132,27.0577,18.6363,28.8139,25.7478,19.2287,26.119,28.0189,46.2919,62.548,29.6395,35.9733,30.124,57.8172
2017-06-05,17.4465,23.4584,27.3781,20.38,23.365,49.9066,17.4333,30.9984,26.0572,26.8404,18.5073,28.6857,25.5174,19.1104,26.2754,27.9698,47.5834,62.402,29.3176,35.7682,30.142,57.4992
2017-06-06,17.2525,23.5825,27.1606,20.6106,23.4243,49.9432,17.3241,30.8818,26.0788,26.7239,18.6197,28.5388,25.3706,19.0937,26.2458,27.8971,47.3982,62.402,29.6653,35.9982,30.027,57.3329
2017-06-07,17.2525,23.3065,27.1771,20.5672,23.4078,49.9254,17.3055,30.7857,26.0474,26.8582,18.6891,28.6946,25.4231,19.069,26.2146,27.9147,47.5479,61.782,29.7312,35.8837,30.067,57.3515
2017-06-08,17.335,23.4128,27.1014,20.6785,23.6913,49.8066,17.2129,30.5004,26.1513,26.794,18.6109,28.8927,25.3026,19.141,26.3356,27.8077,47.4868,62.212,29.607,36.044,30.124,57.2478
2017-06-09,17.3175,23.6024,27.1694,20.6342,23.5922,49.3599,17.1943,30.5004,26.0954,26.7496,18.6803,28.7725,25.3026,19.1656,25.9911,27.5267,47.5055,61.892,29.053,35.7254,29.911,57.0335
2017-06-12,17.302,23.6629,27.0295,20.4401,23.4825,49.5154,17.0597,30.3769,26.119,26.5136,18.4897,28.5487,25.0703,19.1262,25.8126,27.399,47.7105,61.246,28.7234,35.4048,29.866,56.8193
2017-06-13,17.6792,23.8158,27.2131,20.6106,23.6748,49.7887,17.2041,30.6073,26.1513,26.6676,18.6109,28.737,25.3026,19.2858,25.9463,27.5591,47.8237,62.075,28.8161,35.608,29.967,57.2566
2017-06-14,17.847,23.5219,27.3169,20.5002,23.6068,49.761,17.2129,30.5465,26.2219,26.6953,18.4301,28.5822,25.2851,19.2385,25.8354,27.4855,48.2267,62.43,29.1227,35.4497,30.059,57.2135
2017-06-15,17.7112,23.4316,26.8674,20.3958,23.3573,49.2777,16.8978,30.3691,26.1444,26.3398,18.1271,28.1465,24.9663,19.0129,25.6856,27.2615,47.8789,61.4,28.8161,35.0405,29.694,56.6207
2017-06-16,17.7917,23.6361,27.1266,20.3879,23.5835,49.4788,17.1612,30.8298,26.1582,26.5777,18.2346,28.5083,25.2851,19.0375,25.8058,27.5591,48.4848,61.282,28.9708,35.139,29.811,57.104
2017-06-19,17.8547,23.7086,27.3169,20.6441,23.5563,49.6333,17.1797,30.9886,26.0954,26.7397,18.3695,28.6009,25.4309,19.1006,26.2019,27.6073,48.2434,61.646,29.1141,35.6368,29.967,57.3329
2017-06-20,17.5279,23.4247,27.0558,20.4598,23.2582,49.6481,17.0295,30.8239,25.7005,26.3852,18.048,28.1524,25.1996,18.937,26.1934,27.1564,47.544,60.927,28.0739,35.2386,29.726,56.8721
2017-06-21,17.3534,23.3185,27.0558,20.4076,23.5068,49.5768,16.89,30.8239,25.676,26.5037,18.1428,28.1712,25.2171,18.8641,26.4176,27.1308,47.346,60.89,28.1426,35.2037,29.834,56.8036
2017-06-22,17.397,23.5686,27.0286,20.4973,23.3854,49.6768,16.8315,30.9063,25.7093,26.4227,17.9688,28.0657,25.1996,18.937,26.4912,27.1053,47.7981,61.446,28.3155,35.4347,29.721,56.7938
2017-06-23,17.5202,23.6579,27.0383,20.4441,23.4116,49.6402,16.8646,31.0318,25.8063,26.5234,17.961,28.0223,25.289,18.9045,26.597,27.1868,48.202,61.983,28.264,35.4636,29.542,56.9337
2017-06-26,17.5357,23.7235,27.0732,20.6007,23.5641,49.5025,16.9261,31.1955,25.8945,26.6222,18.048,28.0746,25.3765,18.937,27.1344,27.2782,48.8128,62.293,29.0855,35.8728,29.834,57.0306
2017-06-27,17.4785,23.8217,27.1014,20.4973,23.5136,49.3847,16.97,31.3318,25.6838,26.6311,18.3089,28.3328,25.4377,18.8887,26.8365,27.2959,48.2464,61.711,28.5887,35.5154,29.33,57.0228
2017-06-28,17.847,24.2059,27.3383,20.4884,24.0234,49.6055,17.0821,31.4572,25.6838,26.7891,18.4584,28.8444,25.6554,19.1075,26.9042,27.5414,48.9202,62.093,29.0511,35.6946,29.515,57.5197
2017-06-29,17.8809,24.0441,26.8965,20.3997,23.6505,49.1084,16.8568,31.069,25.4202,26.4227,18.4496,28.462,25.2171,19.2277,26.6114,27.4108,48.2375,61.344,28.9298,35.3282,29.164,56.9513
2017-06-30,17.782,24.0183,26.7985,20.3751,23.6505,49.2738,16.9417,31.0504,25.5486,26.5234,18.609,28.3496,25.1908,19.1154,26.7247,27.4265,48.5429,61.774,29.2058,35.4088,29.459,56.9866
2017-07-03,17.6986,24.1811,26.8169,20.2963,23.8631,49.0361,16.8822,31.069,25.5868,26.477,18.5718,28.4718,25.1811,19.0336,26.7688,27.4265,48.5084,61.765,29.4274,35.7752,29.744,56.9161
2017-07-05,17.782,24.0183,26.8431,20.1741,23.7272,49.044,16.8315,30.9779,25.5868,26.5333,18.6422,28.4284,25.1908,19.2109,26.8441,27.4344,48.4611,61.319,29.4695,35.6328,29.962,56.9161
2017-07-06,17.6181,23.919,26.7189,20.0441,23.9049,48.6845,16.8041,30.7249,25.4271,26.4968,18.7643,28.4373,25.1305,18.9528,26.432,27.3116,48.1193,60.626,28.9823,35.2217,29.815,56.6637
2017-07-07,17.6181,24.0183,26.8431,20.1308,23.9476,48.6598,16.89,30.8239,25.3389,26.5787,18.694,28.4994,25.148,18.9922,26.4777,27.3116,48.7242,60.99,29.1447,35.2037,29.935,56.6725
2017-07-10,17.6608,24.1433,26.9062,20.2608,24.0748,48.5301,16.9417,30.8779,25.3947,26.717,18.8601,28.4196,25.2258,19.0759,26.597,27.2959,49.7231,61.391,29.6491,35.2675,30.441,56.8124
2017-07-11,17.6986,24.1245,27.1363,20.4076,24.2622,48.8608,16.9817,30.77,25.3702,26.8345,18.9412,28.5152,25.3318,19.0109,26.9634,27.1868,49.596,61.5,30.1448,35.9335,30.413,56.9416
2017-07-12,17.7733,24.4928,27.3131,20.584,24.4234,49.2005,17.0987,31.1416,25.579,26.9451,18.9754,28.6118,25.5067,19.0907,27.2554,27.4923,50.4137,62.584,31.0447,36.6942,30.845,57.3984
2017-07-13,17.9624,24.5305,27.348,20.6884,24.4991,49.1361,17.2197,31.1327,25.4673,27.0271,19.0976,28.9056,25.6029,19.1873,27.3145,27.6485,50.7122,62.958,31.2663,36.7818,30.927,57.5638
2017-07-14,18.2562,24.727,27.5237,20.7652,24.6623,49.255,17.4021,31.2671,25.6368,27.3213,19.2032,29.0081,25.7604,19.609,27.4787,27.8951,51.3427,64.161,31.4965,37.3523,31.158,57.9659
2017-07-17,18.1922,24.6178,27.3917,20.6608,24.603,49.1906,17.4109,31.2671,25.4673,27.2927,19.2735,28.9056,25.7274,19.7145,27.285,27.8037,51.4776,63.787,31.464,37.2029,31.01,57.8504
2017-07-18,18.2475,24.7171,27.2849,20.6884,24.6788,49.4481,17.4109,31.3759,25.4986,27.3391,19.4045,28.8346,25.7176,19.7066,27.3823,27.8037,51.5407,64.187,31.7544,37.1492,30.864,57.9052
2017-07-19,18.5772,24.9434,27.2849,20.7298,24.7807,49.6481,17.4196,31.5298,25.5486,27.5692,19.3781,28.8592,25.8148,19.9066,27.5676,27.8882,51.4313,64.415,31.763,37.6022,31.139,58.1586
2017-07-20,18.6267,25.006,27.4529,20.784,24.9002,49.8343,17.5835,31.5847,25.531,27.8526,19.5794,29.0495,25.9276,19.7145,27.3662,28.011,51.523,64.635,31.9503,37.5225,30.991,58.3944
2017-07-21,18.3619,24.9524,27.1451,20.8263,24.7555,49.9254,17.5738,31.5033,25.4986,27.8052,19.4573,28.8346,25.7429,19.8997,27.1953,27.9206,51.585,65.099,31.7019,37.4867,31.01,58.1674
2017-07-24,18.3716,24.9673,27.082,20.9229,24.8837,49.8254,17.4713,31.4219,25.6054,27.7697,19.3967,28.8967,25.6652,19.9244,27.4263,27.7635,51.4599,65.273,31.8232,37.6191,31.291,58.0089
2017-07-25,18.5685,25.0774,27.1101,20.9317,24.9672,49.6481,17.5494,31.3318,25.627,27.8052,19.6664,29.0761,25.7779,20.0219,27.4263,27.9373,51.3249,64.844,31.763,37.5394,31.266,58.0891
2017-07-26,18.7653,25.1122,27.2849,20.9465,25.1555,49.8155,17.8342,31.4318,25.7407,28.0511,19.9146,29.2575,25.9966,20.1825,27.4855,28.1004,51.7919,65.2,31.7955,37.9138,31.623,58.4462
2017-07-27,18.6674,24.9246,27.0558,20.9229,25.1468,49.9809,18.0078,31.1494,25.6192,28.0363,19.8853,29.3008,25.8664,20.2732,27.5465,27.9776,50.9654,64.67,31.7544,37.7804,31.319,58.3171
2017-07-28,18.552,25.0407,27.1703,21.0175,25.1468,50.1284,17.9113,31.1053,25.6613,28.0807,19.983,29.4734,25.8401,20.1027,27.3966,27.9442,51.0087,63.441,31.9837,37.8252,31.477,58.3758
2017-07-31,18.617,25.0407,27.1878,21.113,25.3177,50.2928,17.9805,31.1955,25.531,28.1824,20.0182,29.4645,25.7867,20.1116,27.3519,28.0778,50.6679,63.496,32.3333,37.9327,31.532,58.4991
2017-08-01,18.6829,24.9772,27.4451,21.3051,25.4274,50.5879,18.0157,31.3582,25.5564,28.2644,20.1062,29.636,25.9023,20.2397,27.4636,28.2654,50.6127,63.997,32.6084,38.3708,31.854,58.8229
2017-08-02,18.6267,25.0407,27.4451,21.3307,25.5294,50.5592,18.0674,31.4043,25.6525,28.2881,20.1844,29.6459,25.9713,20.2732,27.6658,28.291,50.7486,63.879,32.9667,38.2712,31.854,58.8473
2017-08-03,18.4773,24.9246,27.3567,21.4096,25.7245,50.687,18.1269,31.4219,25.7005,28.3306,20.2987,29.7405,26.0851,20.2958,27.5837,28.2988,50.7299,62.567,32.8749,38.2105,31.734,58.8826
2017-08-04,18.4938,24.9246,27.4995,21.3908,25.7663,50.6414,18.1034,31.4935,25.7809,28.3849,20.2371,29.8706,26.226,20.216,27.725,28.291,50.8215,63.022,32.7641,38.2005,31.964,58.9618
2017-08-07,18.5374,24.8968,27.4529,21.3741,25.8178,50.6236,18.0752,31.4318,25.8544,28.5123,20.3955,29.9386,26.2882,20.0938,27.9636,28.3322,50.7486,63.223,33.1988,38.3429,31.872,58.9892
2017-08-08,18.454,24.862,27.3383,21.4362,25.6071,50.5681,17.9464,31.2229,25.8691,28.3582,20.2108,29.8026,26.1288,20.0288,27.9196,28.1594,50.856,62.685,33.1396,38.6197,31.633,58.6732
2017-08-09,18.4056,24.727,27.2072,21.5041,25.6323,50.2562,17.9035,31.2955,25.7162,28.2456,20.0964,29.6804,25.9898,19.948,27.6362,28.1839,50.4511,61.466,32.7966,38.315,31.112,58.5783
2017-08-10,18.1922,24.3856,26.7373,21.0175,25.2905,49.7323,17.7133,30.8514,25.4026,27.8911,19.7377,28.9558,25.6914,19.8928,26.8738,27.6662,50.0196,59.952,32.1738,37.2188,30.22,57.7467
2017-08-11,18.2397,24.4213,26.913,20.9928,25.1303,49.658,17.643,30.77,25.5388,27.8526,19.684,28.7656,25.6204,19.9244,27.1716,27.5346,50.4058,60.143,32.5062,37.2816,30.441,57.642
2017-08-14,18.3231,24.5017,27.1975,21.1731,25.4274,50.0274,17.7991,30.9514,25.6446,28.0185,19.9391,29.2407,25.8761,20.0377,27.1868,27.6583,51.0353,61.31,32.5492,37.6111,30.817,58.0608
2017-08-15,18.2737,24.4213,27.1703,21.0618,25.4876,49.962,17.7991,30.9239,25.5388,28.0185,19.9488,29.2318,25.8936,19.8573,27.0895,27.567,51.0639,61.6,32.8826,37.5225,30.716,58.0177
2017-08-16,18.6916,24.601,27.3218,21.2362,25.6071,50.1284,17.9113,31.0504,25.6838,28.1874,19.9909,29.3432,26.0238,19.9332,27.2249,27.7153,51.3949,61.656,33.3019,38.094,31.148,58.3494
2017-08-17,18.454,24.4302,26.9761,20.8785,25.2565,49.7878,17.7396,30.7788,25.4349,27.8911,19.7377,28.7656,25.6914,19.6248,26.9778,27.3853,50.5959,60.827,32.6944,37.3801,30.808,57.6949
2017-08-18,18.5452,24.4749,27.1276,20.8963,25.4624,50.0086,17.7562,30.6887,25.7093,27.9,19.6498,28.8681,25.7507,19.7145,27.0979,27.3116,51.1703,61.446,33.3898,37.4598,30.927,57.8504
2017-08-21,18.5277,24.5116,27.0383,20.9652,25.5391,49.8977,17.7913,30.8328,25.6838,27.8625,19.5628,28.947,25.7507,19.7214,27.1868,27.3774,51.5949,61.436,33.1472,37.8789,30.623,57.8338
2017-08-22,18.6422,24.591,27.3033,21.1731,25.4624,50.0007,17.8684,31.0053,25.821,28.1094,19.6068,29.0406,25.8936,19.8573,27.5083,27.4599,51.6835,62.412,33.6439,38.4584,30.752,58.1155
2017-08-23,18.552,24.7528,27.3383,21.1485,25.5216,50.0175,17.7913,30.969,25.8289,28.056,19.6938,28.9746,25.9616,19.8672,27.4931,27.4845,51.5407,62.284,34.2935,38.6555,31.019,58.1224
2017-08-24,18.52,24.8084,27.2587,21.1327,25.5711,49.76,17.7045,30.9151,25.8622,27.9435,19.7456,28.9558,25.8761,19.9569,27.7554,27.4923,51.5594,62.721,34.4731,38.7979,31.103,57.9923
2017-08-25,18.617,24.8799,27.5237,21.2687,25.81,49.9254,17.9113,31.0778,25.8152,28.1094,20.115,29.1964,26.0598,19.9066,27.8976,27.6328,51.8559,63.13,34.3374,39.4211,31.244,58.3396
2017-08-28,18.5772,24.7906,27.5432,21.2362,25.911,49.9809,17.8508,31.0151,25.8387,28.0274,19.9987,29.1352,26.0685,19.9973,27.8757,27.6741,50.9555,62.949,34.2868,39.4391,31.412,58.3396
2017-08-29,18.4463,24.8174,27.215,21.2174,25.7245,49.8799,17.7913,30.9318,25.7897,27.9435,19.8951,29.0081,25.9538,19.9648,27.8147,27.6073,50.9269,62.43,34.3374,39.4749,31.01,58.1058
2017-08-30,18.3561,24.7082,27.1363,21.3051,25.5711,49.8531,17.7718,30.7877,25.7162,27.8724,19.9391,28.9056,25.8586,19.9332,27.9721,27.6328,51.1614,62.52,34.2094,39.4749,31.158,58.0275
2017-08-31,18.5772,25.0149,27.2334,21.4697,25.7663,50.2463,17.8254,31.0504,25.7338,28.0896,20.0876,29.1017,26.0151,20.0377,28.0085,27.847,50.8215,62.375,34.219,39.448,31.301,58.4726
2017-09-01,18.7168,25.2303,27.3131,21.6007,25.8877,50.0433,17.843,31.0053,25.8945,28.1281,20.158,29.1273,26.1026,20.1027,28.1591,27.9698,51.0806,62.548,34.7406,39.4659,31.689,58.5499
2017-09-05,18.6014,25.0318,27.2432,21.3908,25.708,49.8254,17.8342,30.9239,25.7583,27.9069,20.027,28.6355,25.9189,19.8997,27.9636,27.7477,50.0019,60.79,35.0539,38.9233,31.249,58.1586
2017-09-06,18.6674,25.3177,27.684,21.4785,26.0246,50.0343,17.9035,31.0151,26.1199,28.1183,20.0964,28.6966,26.19,19.8997,27.9578,27.8538,50.5595,60.99,35.8353,39.0816,31.412,58.5167
2017-09-07,18.7741,25.4705,28.0034,21.4096,26.1003,50.3295,18.1707,31.3033,26.4335,28.4007,20.3329,28.8523,26.4194,20.013,28.0322,28.1004,50.7654,61.782,36.1075,39.2081,31.477,58.997
2017-09-08,18.7081,25.3832,27.9675,21.4953,26.0741,50.4859,18.2059,31.3759,26.3061,28.3918,20.3163,28.8089,26.4194,19.9411,27.9797,28.1751,50.2708,61.354,35.8601,39.0468,31.348,59.0048
2017-09-11,18.872,25.5609,28.2772,21.7741,26.379,50.7157,18.3346,31.5494,26.5541,28.6041,20.4228,29.2841,26.6381,19.9411,28.1658,28.3568,50.7841,62.366,36.3979,39.7069,31.578,59.4696
2017-09-12,18.9942,25.5797,28.349,21.6628,26.4732,50.7533,18.3707,31.6298,26.5217,28.6782,20.5,29.2742,26.7762,19.8997,28.077,28.4983,50.6127,62.229,36.2441,39.5824,31.716,59.6515
2017-09-13,18.839,25.5708,28.2248,21.5918,26.2693,50.6513,18.2312,31.4219,26.458,28.5488,20.3407,29.1727,26.61,19.7716,27.6819,28.2743,50.2984,61.882,36.2699,39.3056,31.449,59.3287
2017-09-14,18.839,25.6691,28.2869,21.5219,26.3635,50.6602,18.2927,31.4572,26.3297,28.6229,20.4463,29.1796,26.7324,19.7214,27.747,28.3981,50.5132,62.229,36.4944,39.2419,31.569,59.4334
2017-09-15,18.7818,25.6621,28.349,21.6184,26.4314,50.7335,18.2741,31.4935,26.5707,28.6683,20.4922,29.1628,26.7509,19.746,27.9348,28.4148,50.4511,62.613,37.0819,39.5386,31.651,59.4862
2017-09-18,18.7246,25.5708,28.4189,21.7908,26.5936,50.7434,18.2654,31.4847,26.4904,28.7789,20.5264,29.2407,26.7946,19.8367,27.9636,28.4226,50.3171,63.623,36.8956,39.9657,31.734,59.5645
2017-09-19,18.8487,25.7048,28.517,21.7741,26.7878,51.0375,18.3434,31.62,26.4335,28.852,20.588,29.4556,26.9356,19.8169,27.8443,28.571,50.0827,63.833,36.8364,40.0175,31.734,59.8433
2017-09-20,18.8061,25.7485,28.4267,21.7475,26.6936,51.0563,18.2059,31.5121,26.3297,28.6683,20.4727,29.1727,26.8734,19.7066,27.4567,28.5297,50.2708,63.496,36.9481,40.0902,31.459,59.7141
2017-09-21,18.4938,25.8765,28.4442,21.6785,26.7373,50.8533,18.1805,31.4318,26.3218,28.6229,20.5079,29.1352,26.9609,19.6967,27.7107,28.5631,50.1526,63.486,36.459,40.1887,31.222,59.5918
2017-09-22,18.6267,25.8577,28.4986,21.5406,26.8053,50.9088,18.1034,31.4935,26.2895,28.6041,20.588,29.1885,27.0668,19.7864,27.2994,28.6692,50.3881,63.158,36.5527,39.7507,30.726,59.7738
2017-09-25,18.5685,25.8845,28.2073,21.2687,26.4732,51.0177,18.0322,31.4768,26.1846,28.3404,20.3671,28.6966,26.8121,19.6563,26.8509,28.4983,50.0285,62.749,35.7474,38.6894,30.073,59.4334
2017-09-26,18.4298,25.8577,28.1286,21.2618,26.3877,51.0177,18.0078,31.4219,26.1268,28.2279,20.245,28.4551,26.6994,19.682,26.8813,28.4148,49.865,62.584,35.6557,39.003,30.147,59.3042
2017-09-27,18.3619,25.8765,28.1985,21.2785,26.4557,51.1197,18.041,31.3033,26.0141,28.3128,20.158,29.0081,26.6897,19.7539,26.8813,28.4383,48.9744,62.085,35.0042,39.1444,29.634,59.3453
2017-09-28,18.3319,25.9748,28.3393,21.3051,26.4557,51.1564,18.1629,31.3847,25.9259,28.4856,20.3329,28.8868,26.7762,19.7539,26.7612,28.5297,48.9941,62.001,35.0462,38.8148,29.88,59.5038
2017-09-29,18.4056,25.9748,28.7102,21.4697,26.6781,51.1643,18.319,31.7033,26.0954,28.7789,20.5176,29.1273,27.0668,19.7716,26.9778,28.679,49.1468,62.913,35.6652,39.2708,30.147,59.8531
2017-10-02,18.486,25.9937,28.6413,21.513,26.6091,51.1643,18.3278,31.7288,25.8945,28.7967,20.5079,28.6118,27.0056,19.8573,27.1209,28.6044,49.2,63.059,35.6872,39.3943,29.99,59.8012
2017-10-03,18.4056,26.0989,28.7481,21.644,26.6179,51.4693,18.4488,31.8925,26.0229,28.852,20.5509,28.5694,27.1105,19.7864,27.1656,28.679,49.3527,63.659,36.9386,40.5979,30.283,60.0018
2017-10-04,18.3066,26.1287,28.7568,21.6785,26.1916,51.4792,18.4731,31.8553,26.0386,28.8154,20.5079,27.6862,27.0756,19.746,27.1123,28.7016,49.1724,63.742,37.058,40.6965,30.605,59.8893
2017-10-05,18.2242,26.0205,28.7481,21.9051,26.2615,51.4495,18.4995,31.7759,26.0788,28.7591,20.5,28.2737,27.0668,19.8928,27.3823,28.5631,48.5971,64.225,36.886,41.3476,30.577,59.8531
2017-10-06,18.2242,25.9837,28.7568,21.7573,26.1741,51.4228,18.4731,31.7033,25.9592,28.7137,20.5079,28.3792,27.0668,19.9648,27.3145,28.5209,48.2099,63.978,36.459,40.8568,30.615,59.81
2017-10-09,18.232,25.9937,28.7393,21.6963,26.1518,51.4861,18.44,31.6121,26.0572,28.7216,20.5176,28.4994,27.0231,20.0052,27.3662,28.5788,47.741,63.932,35.9279,40.6895,30.752,59.8276
2017-10-10,18.3794,26.1287,28.9413,21.8864,26.4246,51.8545,18.6741,31.9298,26.2013,29.0356,20.7375,28.947,27.2865,20.1825,27.5465,28.9315,47.3263,64.744,36.6291,41.045,31.094,60.397
2017-10-11,18.4298,26.2805,29.1102,21.7573,26.6266,52.1199,18.7258,31.9464,26.167,29.1443,20.8323,28.9371,27.337,20.152,27.9348,28.9315,47.6336,65.39,36.7323,40.8847,30.955,60.5447
2017-10-12,18.5607,26.1892,29.0743,21.7662,26.3635,52.0556,18.7258,31.9562,26.0386,29.1275,20.6965,28.8257,27.2865,20.2485,28.0398,28.9993,47.1933,65.783,36.5804,40.9016,31.291,60.4919
2017-10-13,18.8313,26.2607,29.0743,21.9298,26.3547,52.6993,18.7336,32.0454,26.167,29.2282,20.9389,28.7656,27.2155,20.4161,28.2632,29.0887,46.9056,66.357,37.0752,41.2232,31.772,60.8079
2017-10-16,18.8555,26.1803,29.0141,22.0174,26.3042,52.9389,18.6985,31.9013,26.1199,29.2006,20.9154,28.4196,27.1903,20.4161,28.2852,28.9914,46.3293,65.918,36.7323,41.2839,31.89,60.7619
2017-10-17,18.9205,26.1704,28.9685,22.0174,26.1168,52.8825,18.6643,31.7474,25.9749,29.1176,20.8235,28.5221,27.1455,20.353,28.2192,28.8509,47.5351,65.91,36.4762,41.037,31.67,60.6044
2017-10-18,18.9205,26.2805,29.1277,22.0785,26.2372,52.829,18.7336,31.7925,26.0063,29.2381,21.0786,28.7754,27.2923,20.4032,28.204,28.8922,47.0386,66.064,36.5269,41.4372,31.596,60.7786
2017-10-19,18.9544,26.3232,29.0549,21.8785,26.1595,52.7092,18.6643,31.7288,25.8857,29.0712,21.0141,28.6522,27.3273,20.4446,28.2268,28.7596,47.3016,65.619,36.3568,40.6238,31.384,60.6817
2017-10-20,18.9544,26.1187,28.8879,21.8352,26.1663,52.829,18.6468,31.5396,25.8945,28.9665,20.9819,28.5595,27.1903,20.4032,28.2488,28.7851,46.7706,66.119,36.1505,41.1435,31.477,60.6044
2017-10-23,18.839,26.0542,28.7995,21.6785,26.0314,52.9548,18.5268,31.4219,25.7652,28.9162,20.9252,28.179,27.1543,20.3451,28.077,28.7114,46.214,65.918,35.2707,40.6696,31.55,60.4743
2017-10-24,18.8633,26.0641,28.9063,21.6263,26.4246,53.3964,18.4829,31.2033,25.6838,28.8707,20.9897,28.4373,27.2602,20.3372,28.099,28.6387,46.482,66.247,35.5019,40.6895,31.762,60.5702
2017-10-25,18.6092,25.7783,28.8976,21.5317,26.3285,52.9637,18.4214,31.0151,25.6613,28.8618,21.0337,28.4718,27.2777,20.3293,28.0542,28.6515,45.6111,66.22,35.8257,40.7503,31.772,60.3354
2017-10-26,18.6092,25.7147,28.9413,21.6007,26.3285,53.2489,18.3873,31.0318,25.5966,28.9162,20.9545,28.5921,27.302,20.4032,28.0618,28.513,45.2062,65.91,34.7558,40.7214,31.908,60.3266
2017-10-27,18.6984,25.8765,28.986,21.6884,26.0382,53.6549,18.319,30.969,25.9112,28.8421,20.8499,28.0923,27.3273,20.6614,28.3461,28.5376,45.6111,66.976,35.543,41.4542,32.23,60.4665
2017-10-30,18.6674,25.9559,29.119,21.445,26.2372,53.6361,18.3873,31.0857,25.8691,28.8618,20.9731,28.877,27.4167,20.6535,28.3233,28.6289,45.1314,66.62,34.3546,40.812,32.148,60.6044
2017-10-31,18.617,25.8388,29.2782,21.4618,26.3382,53.8649,18.4731,31.2494,25.9112,29.0623,20.8929,29.2141,27.4955,20.6614,28.4739,28.8509,45.2949,68.105,34.3632,40.9564,32.345,60.8578
2017-11-01,18.7081,25.9301,29.5248,21.6785,26.4819,54.1689,18.4829,31.069,25.8289,29.0356,20.9115,29.1885,27.4595,20.7984,28.4206,28.6947,45.0683,69.444,34.1321,41.2232,32.68,60.9194
2017-11-02,18.8487,26.0026,29.6608,21.8253,26.7373,54.2323,18.4917,31.2671,25.7897,29.1077,21.191,29.1727,27.5664,20.8299,28.3538,28.6692,45.2762,69.116,34.1321,41.4203,32.744,61.1024
2017-11-03,18.7411,26.1287,29.5607,21.7662,26.5586,54.362,18.4917,31.3396,25.7005,28.9981,20.8841,28.6788,27.4595,20.7669,28.33,28.679,45.1166,69.043,33.6267,41.267,32.68,61.0075
2017-11-06,18.8148,26.3232,29.5161,21.7475,26.5586,54.3531,18.4995,31.322,25.7897,28.9359,20.8587,28.5921,27.4342,20.7245,28.3918,28.8598,45.951,69.162,34.5247,41.4203,32.844,61.0936
2017-11-07,18.7818,26.2706,29.2782,21.8431,26.4479,54.7848,18.3093,31.0955,25.7809,28.7493,20.8323,28.2382,27.235,20.7501,28.3233,28.6446,45.6722,68.307,33.5006,41.6593,32.093,60.8666
2017-11-08,18.9632,26.3431,29.3763,22.0431,26.3285,55.1235,18.2741,31.1778,25.7897,28.8658,20.8587,28.3082,27.2252,20.8871,28.3757,28.6289,45.5914,69.034,34.4731,41.723,32.204,61.0691
2017-11-09,19.0029,26.3957,29.0549,21.9908,26.2188,54.665,18.0937,31.0602,25.9592,28.6782,20.6574,28.2145,26.9706,20.9028,28.099,28.5631,45.6899,68.06,33.8846,41.7668,31.936,60.7199
2017-11-10,19.0029,26.3153,28.986,22.1307,26.1838,54.262,18.1112,30.9063,25.9337,28.6683,20.8773,28.1524,26.9356,20.9275,28.0694,28.5051,44.7708,67.786,33.2169,42.0177,31.826,60.5516
2017-11-13,18.872,26.2081,28.9238,22.3051,26.0149,54.0233,18.041,30.9151,25.9671,28.6041,20.8323,28.0746,26.7596,20.9777,28.0618,28.291,44.7619,67.622,33.3201,41.8743,31.421,60.2992
2017-11-14,18.6596,26.0363,29.0831,22.2953,26.0557,53.7371,18.1269,30.9612,25.7897,28.6782,20.8929,28.1347,26.9074,20.8299,27.9797,28.3165,44.4585,67.732,32.2836,41.3914,31.274,60.2551
2017-11-15,18.6014,25.9391,28.8704,22.1386,25.8954,53.342,18.0157,30.7965,25.725,28.5488,20.718,28.2145,26.8044,20.7245,27.8231,28.1751,44.2408,68.141,32.5244,40.8847,31.048,59.9675
2017-11-16,18.7246,26.0453,29.1015,22.2598,25.9469,54.1689,18.2146,30.9612,25.9827,28.7216,20.6965,28.4117,27.0231,20.7097,28.1514,28.3165,44.7984,69.846,33.5837,41.6503,31.68,60.4479
2017-11-17,18.5607,26.0741,28.9588,22.113,25.8178,53.9025,18.0498,31.1229,25.9749,28.5488,20.632,28.2471,26.9074,20.8546,28.2268,28.3391,45.2318,69.436,34.0709,41.4542,31.982,60.2287
2017-11-20,18.6014,26.0641,28.9782,22.2352,25.7847,54.1689,18.0595,31.3318,26.1111,28.5765,20.5079,28.0312,26.8821,20.9442,28.1744,28.3902,44.9974,69.535,34.3804,41.8833,31.954,60.3598
2017-11-21,18.7168,26.1892,29.252,22.6095,26.0149,54.665,18.1668,31.5121,26.1846,28.769,20.6398,28.0144,27.0396,21.2852,28.5484,28.4983,45.9244,70.237,34.5848,43.0063,32.258,60.8157
