Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-07-31,27.0614,57.0888,14.4763,23.0326,69.3511,52.8614,59.1984,33.7305,25.6804,101.988,65.5347
2020-08-03,26.9087,57.1386,14.5288,23.0988,69.6415,54.1664,59.0386,33.1917,25.401,103.039,65.3945
2020-08-04,27.2902,57.5019,14.8827,23.0028,69.8149,54.2982,59.7742,33.6833,25.6804,102.573,65.9264
2020-08-05,27.6896,57.4133,15.0388,23.3196,71.1515,54.4964,59.651,33.4315,25.3506,103.059,66.7253
2020-08-06,27.5726,58.9265,14.9189,23.3106,71.422,55.2687,59.6421,33.4974,25.4986,102.494,67.0542
2020-08-07,27.6664,58.8578,14.9387,23.8083,72.6387,54.438,59.9626,33.9526,25.959,102.831,67.1555
2020-08-10,27.9361,58.6597,15.4005,23.9806,74.4281,54.2882,60.2762,33.8975,25.9499,102.474,67.9539
2020-08-11,27.8861,57.7876,15.3484,24.2576,74.8245,53.3122,59.8591,33.2467,25.3885,101.839,67.8182
2020-08-12,28.0531,58.4746,15.5011,24.1934,75.0652,54.5209,60.6331,33.6645,25.7557,103.565,68.7194
2020-08-13,28.0484,58.7693,15.1998,24.0389,74.6689,54.5458,60.5878,33.2733,25.7138,103.426,68.6954
2020-08-14,28.0795,58.7593,15.3445,24.134,74.9582,54.5064,60.579,33.3568,25.4905,103.218,68.6905
2020-08-17,28.205,58.8279,15.2561,23.7311,74.6114,54.8713,60.9152,33.6557,25.4562,103.813,69.5752
2020-08-18,28.0879,59.3585,15.0637,23.5778,74.2062,55.0785,61.1637,33.6174,25.3426,103.793,70.0049
2020-08-19,28.0073,59.1893,14.8905,23.5679,74.01,55.0106,60.6805,32.9282,25.2664,103.465,69.6775
2020-08-20,27.9092,59.9269,14.569,23.3472,73.6156,55.744,60.5592,33.2831,25.0427,103.129,69.5707
2020-08-21,27.7469,59.6622,14.4763,23.3008,73.9159,56.4584,60.7101,33.3962,25.0849,103.237,69.929
2020-08-24,28.2358,60.3878,14.8744,23.8579,75.2475,56.9422,61.2288,33.4414,25.3041,102.751,70.9839
2020-08-25,28.1238,60.9572,14.6652,23.9231,75.1534,57.2243,61.0956,33.5446,25.0635,103.465,71.2209
2020-08-26,28.4196,63.0418,14.3564,23.8083,75.1911,58.3945,61.1736,33.3106,24.785,103.337,71.927
2020-08-27,28.3438,62.2752,14.3841,24.2112,75.4616,58.4429,61.5493,33.759,24.8648,104.141,71.5398
2020-08-28,28.6808,62.4216,14.6416,24.3062,76.1779,58.9521,62.0976,34.0176,24.9367,104.369,72.0094
2020-08-31,28.2405,62.128,14.3241,24.0192,75.2287,59.1414,61.9171,33.7206,25.0131,104.617,71.7963
2020-09-01,29.0342,62.6377,14.2274,24.0854,75.9936,60.2672,61.9842,33.6645,24.7257,103.684,72.5513
2020-09-02,29.6931,63.9735,14.1592,24.4318,77.251,60.8073,63.1074,34.4196,25.4941,105.767,73.5543
2020-09-03,28.8728,61.8034,14.0546,24.0578,75.0851,57.3361,62.0226,33.8415,25.2075,102.881,71.216
2020-09-04,28.891,60.6755,14.0106,24.2388,75.2575,56.5453,61.8806,33.7206,25.0635,102.147,70.3976
2020-09-08,28.3483,59.0728,13.501,23.6174,73.8475,53.9877,60.579,33.293,24.924,100.47,69.4734
2020-09-09,29.0792,59.7796,13.5929,23.8579,74.987,55.744,61.4566,33.6557,25.2535,102.246,70.7803
2020-09-10,28.8058,58.8976,13.0949,23.5204,74.0298,54.4814,60.7002,33.1819,24.8185,100.688,69.7728
2020-09-11,29.1731,58.7095,13.1061,23.6847,75.0366,54.073,61.0395,33.0698,24.8777,101.096,69.8761
2020-09-14,29.5942,58.9364,13.2066,24.0093,76.0512,55.2043,61.4369,33.8799,25.2199,102.513,70.6211
2020-09-15,29.738,59.9857,13.11,23.6847,76.0997,55.749,61.3521,34.3243,25.3885,102.653,71.1915
2020-09-16,29.7607,59.3386,13.6367,23.9529,76.8736,54.8858,61.076,34.5494,25.3545,102.474,70.7948
2020-09-17,29.9799,58.2486,13.6572,23.7035,77.0281,54.428,60.6904,33.7846,25.1482,102.147,69.8072
2020-09-18,29.4641,57.6881,13.5041,23.6559,76.1681,53.4964,60.1332,33.115,24.7044,101.998,68.8297
2020-09-21,28.4726,57.0132,13.0561,23.0622,73.6394,53.9482,59.6747,32.2302,24.5511,100.104,67.8332
2020-09-22,28.5264,58.1141,12.9211,22.8703,74.3677,54.7875,60.0257,32.6136,24.704,99.8857,69.2703
2020-09-23,27.689,56.7285,12.3381,22.3606,73.038,53.0895,59.1234,31.6776,24.3251,98.8737,68.1336
2020-09-24,27.8865,56.8349,12.3337,22.4071,73.144,53.3851,59.5603,31.828,24.5975,98.3857,68.1041
2020-09-25,28.135,57.5925,12.3254,22.6387,74.2409,54.6512,59.8739,32.4434,25.0022,99.9445,68.9949
2020-09-28,28.5898,58.363,12.6153,23.178,75.5805,55.7061,60.5484,33.0059,25.0663,100.867,70.436
2020-09-29,28.378,58.4218,12.269,22.8891,74.9117,55.5204,60.149,32.8377,25.0573,100.738,69.8906
2020-09-30,28.6665,58.4606,12.2317,23.1968,74.7165,55.9871,60.8817,33.0059,25.2833,102.335,70.46
2020-10-01,28.2614,59.2958,11.8556,23.2364,74.4936,56.5738,61.2219,33.5506,25.5385,101.998,71.3806
2020-10-02,28.5129,58.1241,11.9698,23.4195,75.3288,55.1379,60.8817,34.0923,25.8413,101.076,71.0757
2020-10-05,29.058,59.0798,12.3298,23.8045,76.5416,56.3551,61.289,34.28,26.1647,103.139,72.0194
2020-10-06,28.6934,57.8414,12.1451,23.5629,75.6102,55.4769,60.8906,33.989,26.3863,101.77,70.679
2020-10-07,29.4322,58.2635,12.3176,23.9598,77.2788,56.4959,61.5444,34.0824,26.5476,103.693,72.3008
2020-10-08,29.7296,59.022,12.779,24.2864,78.0467,56.7829,61.9537,34.6526,27.0329,104.189,72.7789
2020-10-09,29.9586,59.3755,12.5747,24.315,78.338,57.6521,62.4378,34.5603,27.0288,105.132,73.5344
2020-10-12,29.9095,60.9394,12.607,24.5862,78.7838,59.2292,63.1606,34.7382,27.1992,105.856,74.5119
2020-10-13,29.6441,60.998,12.4115,24.1132,77.9099,58.8508,63.1124,34.1473,27.012,105.053,74.4975
2020-10-14,29.7296,60.2714,12.4643,23.8816,78.3479,58.5348,62.789,33.756,26.9778,104.437,73.6746
2020-10-15,29.6441,59.8075,12.6153,24.0657,78.6293,58.2782,62.8274,33.9143,26.9612,103.684,73.9396
2020-10-16,29.8508,59.8174,12.3298,24.0845,79.2,58.1079,62.8471,33.7904,27.2504,104.705,73.2724
2020-10-19,29.5038,58.7453,12.0681,23.7173,78.22,57.0351,62.0306,33.2595,27.0204,103.049,72.3712
2020-10-20,29.5718,59.1684,12.2109,23.9103,78.6293,57.2293,61.9625,33.4837,27.1822,103.188,72.9525
2020-10-21,29.459,60.1629,11.9781,23.7847,77.8326,57.1424,62.0207,33.3618,27.11,102.663,72.5563
2020-10-22,29.6214,60.5561,12.4723,24.2566,78.4727,56.8788,61.9921,33.1268,27.4928,104.219,72.7055
2020-10-23,29.7296,61.1275,12.4115,24.3348,78.7838,56.8174,62.1065,33.3421,27.5699,104.607,73.3407
2020-10-26,28.9861,59.7876,11.9658,23.7847,76.8121,55.5877,61.3087,32.94,27.5616,103.455,71.932
2020-10-27,28.711,60.1728,11.8104,23.3512,75.1346,55.8653,61.147,32.5211,27.5395,102.732,71.8976
2020-10-28,27.9004,57.8116,11.3164,22.7545,72.6694,53.4964,59.3611,31.7995,26.7391,99.4787,69.6286
2020-10-29,28.477,59.2659,11.664,22.9277,73.7266,54.3796,59.3413,32.1642,26.8116,98.6724,70.0687
2020-10-30,28.4594,58.2635,11.7287,22.9949,73.6394,53.1809,59.1333,31.9588,26.5609,98.6426,68.5348
2020-11-02,29.4055,58.2337,12.1298,23.4294,75.6291,53.3172,60.0741,32.7443,27.1434,100.411,69.0283
2020-11-03,29.8643,59.0998,12.0599,23.9499,77.8614,54.2533,61.0592,33.2595,27.5351,101.879,70.5478
2020-11-04,29.3554,61.6482,12.0765,23.6699,77.0549,56.3751,61.0888,33.352,27.1225,106.392,72.0478
2020-11-05,30.554,62.8387,12.0765,24.2478,78.872,58.1229,61.5355,33.4739,27.3653,106.61,73.451
2020-11-06,30.6304,62.6924,11.8145,24.0558,78.9483,58.3261,61.8205,33.3421,27.3061,106.65,73.229
2020-11-09,31.3187,62.1598,13.5019,26.031,81.6384,57.9042,61.6795,34.223,27.8133,107.651,72.9919
2020-11-10,31.6883,61.9647,13.9384,26.1666,83.0751,56.8224,62.8945,34.4108,28.2125,107.958,72.7354
2020-11-11,31.2156,62.5251,13.7954,26.0597,82.3746,58.1758,63.4359,34.6714,28.319,107.83,73.3687
2020-11-12,30.5586,62.1698,13.3506,25.6252,81.4333,57.6521,63.2643,34.3164,27.864,107.423,72.3861
2020-11-13,31.085,63.0966,13.8361,26.0498,83.2376,58.1469,64.138,35.103,28.1402,108.782,73.5638
2020-11-16,31.6976,63.4988,14.7467,26.6287,85.2688,58.705,64.7267,35.3281,28.4259,108.604,74.5254
2020-11-17,31.5801,63.2717,14.8984,26.5901,85.0429,58.38,64.271,35.3458,27.8684,107.899,74.2065
2020-11-18,31.3187,62.6327,14.4654,26.3388,84.6664,57.753,63.3885,34.748,27.3221,105.886,73.7035
2020-11-19,31.4502,63.017,14.7019,26.4258,84.8794,58.2243,63.5591,34.8021,27.0502,105.807,74.0608
2020-11-20,31.4227,62.8686,14.6247,26.1942,84.1115,57.6182,63.1606,34.5701,27.0548,105.559,73.6791
2020-11-23,31.6841,62.8984,15.6585,26.6861,85.5205,57.6032,63.1794,34.458,27.0587,105.291,74.4875
2020-11-24,32.4729,64.1876,16.4625,27.6212,87.0147,58.4085,63.6074,34.4393,27.3489,105.598,75.5908
2020-11-25,32.1347,64.1786,16.0783,27.5252,86.3528,58.5298,63.569,34.5219,27.4205,105.211,75.6821
2020-11-27,32.3012,64.5907,15.8907,27.4382,86.2092,58.8458,63.5591,34.458,27.1478,106.183,75.8468
2020-11-30,31.9768,64.3648,15.013,26.8681,85.4413,59.2392,63.5492,34.1571,26.7562,106.471,75.3872
2020-12-01,32.3281,65.5464,15.082,27.2848,85.2292,59.9916,64.1104,34.5877,26.9442,107.364,75.9486
2020-12-02,31.9146,66.1556,15.5721,27.5816,85.3441,59.8992,63.5778,34.223,27.1225,108.176,75.4695
2020-12-03,31.6929,65.8611,15.7351,27.5916,85.5691,59.8598,63.7396,34.4738,26.8421,108.038,75.6821
2020-12-04,32.3328,65.9207,16.5931,27.929,86.5866,60.4674,64.2316,34.9348,26.5734,109.188,75.7555
2020-12-07,32.1209,66.3339,16.2053,27.737,86.1704,60.6366,63.9871,34.5877,26.7223,108.524,75.5813
2020-12-08,32.3012,66.2343,16.4461,27.7281,86.5866,60.8353,64.3391,34.4295,26.6417,109.348,75.4206
2020-12-09,32.3189,65.4489,16.4829,27.6598,86.7818,59.6656,64.0808,34.1119,26.5948,108.96,75.3528
2020-12-10,32.1209,65.4877,16.9895,27.7083,85.9555,59.7534,63.7957,33.9231,26.458,108.782,75.2909
2020-12-11,31.9362,65.8809,16.7934,27.4282,86.1606,59.6271,63.9378,33.9428,26.5013,108.366,74.9276
2020-12-14,31.531,65.6739,16.2053,27.1096,85.0429,59.8398,63.6912,33.699,26.3648,107.542,75.0389
2020-12-15,32.1034,66.2154,16.5241,27.5718,86.229,60.8453,63.8441,34.2879,26.8845,108.702,76.0499
2020-12-16,32.0136,66.1556,16.4418,27.6212,85.6938,61.2527,63.9673,34.2977,26.5734,108.396,76.5479
2020-12-17,32.3826,65.9894,16.3643,27.6984,86.219,61.7434,64.3737,34.6998,26.7516,109.556,77.0709
2020-12-18,32.5266,66.0482,16.091,27.457,86.229,61.5252,64.5176,34.1021,26.5222,109.635,76.6996
2020-12-21,32.3545,65.4868,15.7807,27.8251,85.7118,61.5887,63.8195,33.7964,26.2,108.544,75.8323
2020-12-22,32.1551,64.8754,15.5159,27.553,85.3114,62.1218,63.3688,34.0342,26.1488,108.206,75.5035
2020-12-23,32.201,65.2488,15.8592,28.0101,85.7603,61.6516,63.5798,33.7127,26.0976,108.286,75.6676
2020-12-24,32.4044,65.3185,15.7761,28.0487,85.7702,62.0594,63.8964,34.0441,26.2821,108.604,75.8273
2020-12-28,32.2777,66.4921,15.677,28.1833,85.8782,62.7584,64.4023,34.3193,26.3979,108.872,76.6946
2020-12-29,32.201,66.4325,15.5732,28.0863,85.36,62.4618,64.2109,34.0539,26.3933,109.387,76.7191
2020-12-30,32.6446,65.9894,15.8176,28.213,85.9069,62.4274,64.1449,34.2436,26.5265,109.367,77.1786
2020-12-31,32.7711,66.522,15.6856,28.5624,86.3062,62.5207,64.5945,34.6596,26.9212,110.518,77.2166
2021-01-04,32.4591,65.5354,15.7097,28.1744,84.2196,61.5013,63.8964,33.5426,26.2437,110.032,76.5679
2021-01-05,33.1876,65.7714,16.4138,28.3001,85.0479,61.8987,63.8964,33.5033,26.2392,110.835,77.1392
2021-01-06,34.5454,65.4578,16.9146,29.55,87.0762,60.8353,63.9427,33.3421,26.8917,112.353,77.9272
2021-01-07,34.8035,66.3239,17.163,29.9755,87.5536,62.4718,63.7524,33.4463,26.5394,113.821,79.4332
2021-01-08,34.6365,66.5319,17.1421,29.9567,87.3397,62.8742,64.067,33.8062,26.7628,114.366,81.0689
2021-01-11,34.6365,65.3483,17.411,30.0537,87.3099,62.355,63.5216,33.2389,26.5132,114.901,79.5579
2021-01-12,35.075,64.2942,18.0194,30.3653,88.1779,62.0594,63.3106,33.2664,26.372,113.651,80.7685
2021-01-13,34.7179,64.5201,17.879,30.3456,87.4169,62.4523,63.4082,33.7226,26.8876,113.969,80.7635
2021-01-14,34.6,64.1558,18.4087,30.4802,87.7191,61.9032,63.0719,33.931,26.7843,113.602,80.2511
2021-01-15,34.1068,64.3618,17.6923,29.9755,86.5787,61.2676,62.852,34.454,27.0458,113.959,79.6308
2021-01-19,34.224,65.5256,18.0483,30.0537,86.8631,62.0694,62.5739,34.225,26.9434,114.812,80.0814
2021-01-20,34.3373,67.5852,18.1148,29.9289,87.3971,63.3016,62.6893,34.9358,27.1019,115.437,81.5914
2021-01-21,33.8348,67.8331,17.502,29.6074,86.7154,64.1173,62.4773,34.8207,26.9434,114.901,81.9732
2021-01-22,33.6715,67.8619,17.411,29.3946,86.2666,63.8702,62.3165,34.9073,26.9811,114.564,81.6937
2021-01-25,33.4953,68.2571,17.233,29.1818,85.682,64.4089,62.9388,35.2199,27.5231,115.298,81.9976
2021-01-26,33.0336,69.1819,16.8647,28.9493,84.8933,64.4523,63.5019,35.5808,27.2476,114.881,81.9437
2021-01-27,32.0598,66.9451,16.6373,28.0963,83.2059,63.2342,62.43,35.1266,26.5132,111.4,79.4237
2021-01-28,32.6126,67.182,16.8315,28.6198,84.4445,63.4863,62.6696,35.2199,26.8315,113.017,79.6697
2021-01-29,31.9788,65.9307,16.2727,28.0487,82.6203,61.9955,61.3757,34.8493,26.6853,112.065,77.8119
2021-02-01,32.3545,67.1621,16.3894,28.4158,83.4804,63.5437,61.4349,35.6378,26.814,112.481,79.8339
2021-02-02,32.7801,68.1874,16.5669,29.1037,85.255,64.4139,61.8462,35.7892,27.0329,112.809,81.5235
2021-02-03,32.8435,69.1033,17.2745,29.2689,85.3114,64.1902,61.9419,35.6466,26.9472,112.015,81.0734
2021-02-04,32.726,69.5184,17.4653,29.9191,86.229,65.2142,62.3924,35.8452,27.1577,112.471,81.9347
2021-02-05,33.2875,70.3945,17.6138,29.9289,86.7353,65.0699,62.9762,35.9691,27.3038,112.679,82.7242
2021-02-08,33.5632,70.6712,18.3505,30.3159,87.4764,65.7528,63.2159,36.0438,27.0931,112.819,83.1882
2021-02-09,33.3139,70.9071,18.1558,30.3258,87.6993,65.6735,63.1588,36.2061,27.1323,112.987,82.7341
2021-02-10,33.2783,71.5781,18.5035,30.3258,87.5636,65.5786,63.0917,36.4528,27.2398,113.195,81.9103
2021-02-11,33.3093,71.6577,18.2184,30.2278,87.3783,66.296,62.8126,36.385,27.0846,113.413,81.6837
2021-02-12,33.654,71.9624,18.4875,30.5386,88.0114,66.6415,62.9092,36.3771,26.8876,114.257,81.7995
2021-02-16,33.5901,72.3087,18.9506,31.0611,87.9242,66.4228,62.7938,35.9888,26.5864,113.126,81.4462
2021-02-17,33.5726,72.5148,19.2318,31.2173,87.6795,65.8357,63.0236,36.0163,26.6081,113.533,81.9153
2021-02-18,33.3643,72.1604,18.7975,31.0323,87.2416,65.5152,62.9862,35.9976,26.7672,112.819,81.9392
2021-02-19,33.975,71.4496,19.1123,31.4005,88.6753,65.4179,62.1903,36.1107,26.368,111.47,81.4652
2021-02-22,34.1068,71.1649,19.7744,31.6914,88.9576,63.9755,62.2485,36.3201,25.8524,111.202,79.7476
2021-02-23,34.224,71.7174,20.1012,31.8854,89.2301,63.7963,62.3343,36.4528,26.0672,111.013,79.2251
2021-02-24,34.5231,71.8438,20.8132,32.5038,90.9166,64.7723,62.2968,36.6229,25.7624,111.787,80.052
2021-02-25,33.7261,70.2769,20.4113,31.914,89.2401,62.5113,61.6164,36.0262,25.5302,110.666,77.0758
2021-02-26,33.2963,70.5537,19.9271,31.3035,88.3137,62.8398,60.6193,35.3998,25.0577,109.694,77.3962
2021-03-01,34.1377,72.3555,20.4441,32.2821,90.5757,64.8642,61.2328,35.4382,25.6122,111.142,79.2151
2021-03-02,34.3279,71.824,20.3326,32.1654,90.3132,63.8362,61.1282,35.2199,25.5346,110.815,78.3014
2021-03-03,33.9889,70.7986,20.6314,32.4187,90.4092,62.2292,60.8403,34.7844,25.2342,109.416,76.4621
2021-03-04,33.3279,70.6712,21.1234,32.0496,88.9676,60.8593,60.6193,34.5278,25.2124,107.938,74.8453
2021-03-05,34.093,72.3287,21.9142,32.6612,91.0721,62.0055,61.9605,34.926,25.6251,110.101,75.3198
2021-03-08,34.55,71.361,21.9552,33.0768,92.0273,60.5063,62.2298,35.097,25.9852,109.824,75.4062
2021-03-09,34.7629,72.1604,21.5703,32.776,91.6468,62.5587,62.1716,35.4943,26.3292,110.478,78.257
2021-03-10,35.3379,72.465,22.1167,33.4449,93.0022,62.3121,62.9862,35.8452,26.5097,110.726,78.6532
2021-03-11,35.528,73.8358,22.1253,33.3479,93.0696,63.6415,62.8323,36.3771,26.4411,111.41,79.8633
2021-03-12,35.6228,73.6287,22.1708,33.6874,94.3171,63.1902,63.349,37.0024,26.7967,111.648,80.0964
2021-03-15,35.664,74.1503,21.9182,33.4924,95.1078,63.8607,63.6271,37.4192,27.1407,112.412,81.1752
2021-03-16,35.3698,74.9299,21.2931,33.1451,93.7533,64.3445,63.704,37.4192,27.1757,112.343,80.3334
2021-03-17,35.6861,74.9398,21.4588,33.3677,94.8343,64.2921,63.6093,37.3632,26.733,111.936,81.4602
2021-03-18,35.4877,73.6974,20.4944,33.5419,94.7471,62.5063,63.349,37.1253,26.6341,111.708,79.4716
2021-03-19,35.3106,74.3375,20.4989,33.155,94.0258,62.3166,63.5709,36.6327,26.7072,112.105,79.9462
2021-03-22,35.3333,74.9607,20.3019,32.7246,93.9762,63.5392,64.2435,37.0349,26.6679,113.077,80.4681
2021-03-23,34.5966,74.4072,20.005,32.2683,92.3345,63.1463,64.5147,37.1499,27.0659,111.936,79.7141
2021-03-24,34.8474,72.5318,20.5067,32.3861,93.0092,62.379,64.2632,36.9867,27.0748,111.817,78.534
2021-03-25,35.3518,72.1763,20.5819,32.9304,94.4954,62.341,64.8894,37.3023,27.3645,112.273,79.2251
2021-03-26,36.2293,71.385,21.0928,33.4459,96.1273,63.9276,66.0353,38.2127,27.4554,114.405,79.8833
2021-03-29,36.1067,72.1166,20.8417,33.155,96.1471,63.5921,66.7,38.1262,27.75,114.941,79.4477
2021-03-30,36.0021,72.1166,20.6617,33.3885,96.5683,62.991,65.987,37.9629,27.4985,113.909,80.2221
2021-03-31,35.8241,72.4023,20.5193,33.1352,96.2552,63.9955,65.776,37.8106,27.7019,114.127,80.8464
2021-04-01,36.1378,73.6477,21.042,33.5439,96.5781,65.2826,65.4574,38.4133,27.6759,113.791,81.4936
2021-04-05,36.5837,75.1966,20.5404,33.8062,97.7712,66.632,66.2956,38.6148,27.9789,114.584,83.3479
2021-04-06,36.665,75.3858,20.4858,33.7378,97.5353,66.3449,66.5737,38.7112,28.1257,114.137,83.7107
2021-04-07,36.0331,75.9681,20.5571,33.9041,97.0855,66.6994,66.41,38.7574,28.0918,113.889,83.4597
2021-04-08,36.079,75.9781,20.2892,33.914,97.3203,67.6605,66.4781,38.5656,28.0695,114.059,83.8509
2021-04-09,36.3931,75.9582,20.155,34.2049,98.2715,68.311,66.3617,38.6247,28.0392,115.298,84.6489
2021-04-12,36.5203,75.6516,19.9967,34.3513,98.6371,67.986,66.7186,38.8547,28.065,115.417,85.1968
2021-04-13,36.4336,75.7502,20.0173,34.0298,98.1526,68.627,66.3617,39.0838,28.3979,115.903,86.101
2021-04-14,36.697,74.9707,20.574,34.2337,98.2814,67.8976,66.3055,38.8449,28.5236,115.893,85.2507
2021-04-15,37.1296,75.9283,20.4064,34.2049,98.6768,69.0623,66.8341,39.5823,28.8396,117.886,85.8644
2021-04-16,37.5797,75.8796,20.2434,34.4483,98.8947,69.0478,67.2187,39.6393,29.073,118.76,86.5226
2021-04-19,37.4062,75.4555,20.2224,34.3513,98.4785,68.4757,66.9593,39.7631,28.926,118.79,85.5546
2021-04-20,37.0472,75.0503,19.6872,33.7082,97.3887,67.8696,67.3262,40.2036,29.2937,119.246,84.4697
2021-04-21,37.7199,75.1768,19.9385,34.1763,98.7263,68.5536,67.6614,40.3855,29.0468,120.664,85.6025
2021-04-22,37.0833,74.6242,19.7036,33.7962,98.222,67.7488,67.1625,40.2135,28.8396,120.118,84.6489
2021-04-23,37.6929,75.4943,19.8834,34.4285,99.3009,68.7578,66.9879,40.4425,28.8003,120.912,85.5401
2021-04-26,37.9155,75.6516,20.0173,34.5651,99.0037,69.1118,66.2375,40.53,28.6363,120.505,85.9168
2021-04-27,37.8155,75.3459,20.2601,34.8372,99.8265,68.943,66.1892,40.53,28.4158,119.801,85.8155
2021-04-28,37.9201,76.0368,20.9589,34.9748,99.6185,68.3015,66.2375,40.3855,28.3771,119.444,85.7147
2021-04-29,38.156,78.1403,21.1928,35.5973,100.311,68.2421,66.9396,40.6824,28.6363,118.968,85.7397
2021-04-30,37.7522,77.0742,20.6571,35.2845,99.6573,67.312,66.9977,40.9509,28.861,118.61,86.0715
2021-05-03,38.3161,76.6689,21.2266,35.4597,100.678,67.1318,67.5461,40.7306,28.8569,119.96,85.6613
2021-05-04,38.7344,75.9781,21.2388,35.7428,101.124,65.9231,67.2009,40.4809,28.7487,120.089,84.7621
2021-05-05,39.225,75.8298,21.9247,36.0346,101.223,65.7628,67.1526,39.887,28.2643,120.307,84.4942
2021-05-06,39.5568,76.7187,22.0378,36.5701,101.936,66.4228,68.0184,40.0797,28.4808,120.465,84.6778
2021-05-07,39.9477,77.3011,22.4307,36.765,103.007,66.996,68.0184,40.5674,28.5672,121.289,85.4438
2021-05-10,39.7704,75.8198,22.4389,36.7353,103.086,65.302,68.5381,40.7503,28.8569,121.447,83.9193
2021-05-11,39.9023,75.6018,21.862,36.0832,101.58,65.1013,67.9415,40.2705,28.5021,120.138,82.9762
2021-05-12,38.8971,74.1215,21.9671,35.713,99.1424,63.2726,67.0363,39.2952,27.8361,119.008,80.1627
2021-05-13,39.4936,74.6541,21.699,36.287,100.995,64.1123,67.979,39.7917,28.3729,120.079,80.7291
2021-05-14,39.9662,76.1255,22.3725,36.861,102.392,65.5197,68.2798,40.1662,28.5107,120.693,82.1323
2021-05-17,40.3164,75.5241,22.8907,36.9292,102.096,65.0409,68.1821,40.1849,28.2771,120.465,81.9826
2021-05-18,39.8705,74.7527,22.3598,36.4137,100.589,64.5192,67.9711,40.2617,28.2726,120.505,81.3404
2021-05-19,39.2613,74.8721,21.8039,36.19,100.025,64.7439,67.7493,40.1072,28.225,120.297,80.6573
2021-05-20,39.2837,76.1553,21.7702,36.2098,100.242,65.985,68.3744,40.6067,28.4719,121.557,81.4846
2021-05-21,39.3709,75.8994,21.8157,36.5701,100.738,65.6235,68.3843,40.5399,28.619,121.577,81.0784
2021-05-24,39.7206,77.2812,22.0336,36.7452,101.372,66.7913,68.5864,40.9793,28.5672,121.695,81.8818
2021-05-25,39.3838,77.2613,21.5862,36.3741,101.065,66.8112,68.6052,41.0944,28.2205,121.329,82.1423
2021-05-26,39.3977,77.766,21.7781,36.4829,101.392,66.8062,68.4612,41.1907,28.225,120.634,82.9273
2021-05-27,39.7113,78.0607,21.7952,36.9006,102.779,66.4528,68.0382,41.1415,28.0356,120.366,83.2561
2021-05-28,39.6705,77.8058,21.8372,36.9688,102.779,66.6899,68.1821,41.4198,28.1863,120.833,83.1453
2021-06-01,40.2253,77.8546,22.6773,37.1925,103.165,66.3594,67.9513,42.1286,28.0134,118.849,82.9856
2021-06-02,39.8886,77.6166,23.1002,37.2519,102.888,66.8207,68.2018,42.7117,28.1605,118.61,82.6024
2021-06-03,39.8793,77.094,23.1627,37.3379,102.66,66.1957,68.6249,42.6272,28.3288,118.978,81.6154
2021-06-04,39.9662,78.2,23.3178,37.4359,102.997,67.4662,68.8665,42.6645,28.2856,119.354,82.2741
2021-06-07,39.48,78.6041,23.2171,37.1925,102.274,67.4518,68.7512,43.0666,28.3374,119.781,82.2741
2021-06-08,39.5524,78.3782,23.4184,37.0955,102.541,67.4568,68.1723,43.2966,28.0958,119.414,82.9372
2021-06-09,39.2431,78.2996,23.2712,36.7452,101.5,67.5052,67.8448,43.3448,28.3462,120.575,82.4816
2021-06-10,39.0064,78.7227,23.2425,36.3167,100.995,68.0054,68.2699,43.7852,28.5324,122.627,82.8679
2021-06-11,39.152,78.8122,23.1627,36.5503,101.204,68.4088,68.3073,43.507,28.5971,121.755,83.3185
2021-06-14,38.6705,79.3359,23.0626,36.1702,100.738,69.1018,68.2699,43.7558,28.6578,121.863,83.3434
2021-06-15,38.5886,78.8809,23.5017,36.2395,101.174,68.6754,68.1052,43.3537,28.7442,121.903,82.9028
2021-06-16,38.1607,78.19,23.3762,36.1999,100.203,68.306,67.2009,42.9614,28.312,121.437,82.9422
2021-06-17,37.3109,78.5146,22.5815,35.1302,98.6768,69.0968,67.4406,43.1246,28.4674,122.359,83.2511
2021-06-18,36.7062,77.5967,21.9124,34.2831,97.3887,68.4657,66.2463,42.4452,27.7276,120.971,82.8205
2021-06-21,37.4691,78.3494,22.8456,35.0837,99.5289,69.1996,67.0027,43.2927,28.0856,122.419,83.4552
2021-06-22,37.6193,79.0212,22.9983,35.1431,99.6374,69.8257,67.0994,43.1,27.9153,122.687,84.2382
2021-06-23,37.3779,78.9426,23.0618,35.2123,99.4199,69.7533,66.6832,42.9653,27.6189,122.171,84.8914
2021-06-24,37.4969,79.6842,23.2599,35.6517,100.173,70.1886,67.0125,42.7628,27.5921,122.806,85.1818
2021-06-25,37.5013,79.7838,23.3829,36.0802,100.371,70.1082,67.5254,43.0706,27.8889,123.371,85.7247
2021-06-28,37.5013,80.6847,22.5924,35.817,99.8554,70.8446,67.5845,43.0902,28.0678,123.56,85.7447
2021-06-29,37.4829,80.2487,22.4822,35.6893,99.6573,71.3539,67.2838,43.0607,27.6145,123.689,85.9568
2021-06-30,37.5833,80.1004,22.7617,35.8466,100.421,71.277,67.8074,42.7235,27.5624,123.609,86.0246
2021-07-01,37.7883,80.6947,23.1589,36.1297,101.144,71.3983,67.6043,42.8975,27.8631,124.7,86.5032
