Date,SPY,IWM,QQQ,EFA,EEM,AGG,TLT,TIP,LQD,HYG,GLD,SLV,USO,DBA,DBC,VNQ,IYR,UUP,FXE,FXY
2018-09-18,261.156,161.541,174.623,60.8196,36.2625,99.0248,98.5005,103.632,105.915,76.1571,113.44,13.31,117.52,16.45,16.85,71.1895,73.0961,22.6783,111.79,85.1
2018-09-19,261.434,160.935,174.486,61.0349,36.7624,98.8217,97.9271,103.523,105.756,76.0131,113.88,13.4,119.52,16.527,16.958,70.3579,72.1297,22.669,111.83,85.17
2018-09-20,263.567,162.444,176.406,61.7921,37.1691,98.965,98.3686,103.652,106.035,76.1193,114.27,13.45,118.4,16.635,16.958,71.0184,72.8466,22.5069,112.81,85.04
2018-09-21,263.325,161.66,175.457,61.8195,37.3423,99.0447,98.3215,103.652,106.054,76.1392,113.49,13.44,119.68,16.635,16.997,70.9919,72.8131,22.5786,112.54,84.93
2018-09-24,262.447,161.055,175.937,61.5407,36.9172,98.9451,98.0876,103.573,105.815,76.1015,113.47,13.41,122.0,16.586,17.249,69.7149,71.5331,22.5786,112.49,84.79
2018-09-25,262.227,161.303,176.162,61.8449,37.0646,98.8903,97.9877,103.533,105.815,76.0389,113.65,13.59,122.16,16.537,17.288,69.7228,71.4187,22.5973,112.7,84.65
2018-09-26,261.405,159.824,176.29,61.8733,37.1434,99.1482,98.6696,103.692,106.203,76.1193,113.05,13.49,120.88,16.517,17.211,68.8892,70.7619,22.6066,112.49,84.83
2018-09-27,262.17,159.834,177.797,61.7481,37.3257,99.218,98.7199,103.731,106.353,76.2603,112.05,13.41,122.08,16.45,17.288,69.2175,70.9512,22.7688,111.58,84.33
2018-09-28,262.198,160.321,177.758,61.2423,37.0739,99.1084,98.465,103.682,106.273,76.3138,112.76,13.73,124.16,16.469,17.463,70.1573,71.8299,22.8227,111.16,84.15
2018-10-01,263.086,158.217,178.121,61.3157,37.0821,99.0746,97.7511,103.385,106.113,76.5341,112.57,13.62,127.6,16.605,17.794,69.5055,71.2372,22.8591,110.88,83.87
2018-10-02,262.937,156.52,177.72,60.9997,36.6169,99.1981,98.3392,103.563,106.213,76.4756,113.87,13.79,126.96,16.907,17.852,69.3502,71.1386,22.8945,110.62,84.18
2018-10-03,263.078,157.869,177.916,60.892,36.3138,98.7161,96.6468,103.058,105.567,76.2682,113.42,13.78,128.64,16.732,18.017,68.61,70.6445,22.9681,110.26,83.6
2018-10-04,261.012,155.657,174.496,60.1788,35.4071,98.4313,95.9578,102.81,105.119,75.9844,113.48,13.71,125.92,16.703,17.823,68.0349,69.9345,22.9774,110.25,83.97
2018-10-05,259.547,154.228,172.359,59.8198,35.277,98.2053,95.1309,102.553,104.702,75.6479,113.8,13.75,125.52,16.897,17.784,68.0025,69.8467,22.9495,110.34,84.1
2018-10-08,259.547,153.931,171.31,59.5302,35.3284,98.1654,94.8278,102.503,104.582,75.4823,112.54,13.53,125.44,16.995,17.735,68.9836,70.7708,22.9774,110.09,84.53
2018-10-09,259.192,153.325,171.861,59.3786,35.1993,98.3129,95.7732,102.78,104.9,75.5943,112.6,13.53,126.56,16.975,17.861,69.0789,70.9236,22.9681,110.09,84.67
2018-10-10,250.962,148.92,164.298,58.1185,34.1542,98.2839,95.4972,102.691,104.592,75.0545,112.88,13.45,123.04,16.83,17.512,68.0536,69.8566,22.9402,110.27,85.05
2018-10-11,245.441,146.101,162.27,57.3065,33.8089,98.5886,96.67,102.84,105.04,75.1131,115.78,13.67,119.6,16.869,17.249,66.1072,67.9533,22.8134,110.99,85.33
2018-10-12,248.858,146.121,166.772,57.5139,34.8026,98.6086,96.3498,102.691,105.06,75.5169,115.23,13.74,120.96,17.092,17.385,65.9332,67.8182,22.8862,110.66,85.18
2018-10-15,247.45,146.637,164.762,57.3779,34.4308,98.5498,96.3037,102.761,104.87,75.4633,116.0,13.8,121.04,17.297,17.424,66.3766,68.184,22.8321,110.84,85.52
2018-10-16,252.866,150.904,169.563,58.3592,35.2944,98.6086,96.5308,102.761,105.139,75.7214,115.8,13.78,121.52,17.297,17.502,67.741,69.6663,22.8405,110.88,85.17
2018-10-17,252.903,150.249,169.633,58.0275,34.8621,98.4015,95.9408,102.533,104.602,75.5695,115.79,13.74,118.56,17.287,17.347,67.4796,69.3251,22.9588,110.17,84.95
2018-10-18,249.258,147.441,165.683,57.0903,33.9464,98.3327,95.9072,102.454,104.602,75.2491,115.92,13.7,116.48,17.092,17.152,67.3498,69.2442,23.0585,109.67,85.19
2018-10-19,249.125,145.893,165.525,57.4141,34.266,98.2451,95.6939,102.365,104.472,75.2947,116.01,13.74,117.76,17.083,17.249,67.9318,69.7718,23.0129,110.15,84.91
2018-10-22,248.004,145.566,166.388,57.1627,34.6387,98.2252,95.5602,102.305,104.364,75.3275,115.71,13.68,117.92,17.16,17.269,66.9831,68.8567,23.0939,109.74,84.7
2018-10-23,246.751,144.246,165.77,56.6216,34.2578,98.3517,95.8727,102.335,104.492,75.2579,116.39,13.83,112.32,17.2,16.89,67.279,69.2974,23.0585,109.79,85.05
2018-10-24,239.276,138.828,158.174,55.0182,33.1522,98.6086,96.6042,102.672,104.642,74.8839,116.66,13.79,112.4,17.16,16.774,67.9131,69.8014,23.175,109.1,85.23
2018-10-25,243.584,141.834,163.663,55.7118,33.7907,98.5299,96.1968,102.236,104.512,75.0387,116.4,13.74,113.68,17.102,16.842,68.783,70.6622,23.2384,108.85,84.9
2018-10-26,239.286,140.286,159.448,55.3332,33.4034,98.746,96.7684,102.751,104.692,74.7013,116.77,13.81,114.64,17.258,16.968,67.1315,69.0025,23.175,109.17,85.5
2018-10-29,237.956,139.502,156.173,55.1796,32.8253,98.6464,96.5674,102.652,104.572,74.6288,116.31,13.59,112.88,17.054,16.792,67.9868,69.8014,23.2384,108.97,85.01
2018-10-30,241.498,142.43,158.741,55.8449,33.4639,98.51,96.0809,102.384,104.354,74.8065,115.8,13.61,112.24,16.995,16.705,68.9147,70.8507,23.338,108.59,84.57
2018-10-31,244.082,142.708,162.488,56.2597,33.8255,98.4612,95.5773,102.147,104.055,74.8065,115.15,13.41,110.32,16.957,16.481,68.1058,70.116,23.3287,108.41,84.71
2018-11-01,246.675,146.022,164.625,56.9817,35.0351,98.4712,95.6662,102.008,104.374,75.1537,116.63,13.83,107.68,17.16,16.365,68.4272,70.3753,23.175,109.2,84.8
2018-11-02,245.191,146.488,162.063,57.0629,35.2596,98.1654,94.4869,101.691,103.946,75.1071,116.65,13.86,106.48,17.307,16.326,67.8639,69.7718,23.2291,109.03,84.43
2018-11-05,246.559,146.379,161.674,57.0629,35.355,98.2351,94.8714,101.879,104.144,75.1717,116.37,13.76,106.4,17.209,16.317,68.8705,70.7974,23.2206,109.18,84.45
2018-11-06,248.109,147.084,162.887,57.2967,35.2944,98.2451,94.8099,101.85,104.324,75.3671,116.04,13.65,105.44,17.122,16.248,69.2175,71.1031,23.1656,109.25,84.225
2018-11-07,253.413,149.713,167.997,58.0617,35.9603,98.3327,94.9367,101.919,104.572,75.8017,116.03,13.67,104.48,17.132,16.209,70.0443,72.0015,23.121,109.47,84.19
2018-11-08,252.952,149.326,166.899,57.4963,35.0262,98.1455,94.9272,101.78,104.284,75.6152,115.78,13.56,102.72,17.044,16.112,70.0973,72.0261,23.2561,108.69,83.84
2018-11-09,250.483,146.558,164.104,57.1167,34.3786,98.2739,95.6146,102.028,104.354,75.1905,114.48,13.32,101.6,16.859,15.938,70.0885,72.1277,23.3017,108.47,83.99
2018-11-12,245.813,143.671,159.126,56.1794,33.896,98.4413,96.2514,102.246,104.344,74.7261,113.66,13.17,99.84,16.849,15.898,70.2281,72.0439,23.5095,107.47,83.99
2018-11-13,245.333,143.214,159.261,56.424,34.2844,98.4811,96.1891,102.157,104.204,74.603,113.7,13.15,93.52,16.781,15.461,70.1573,72.108,23.4284,107.96,83.99
2018-11-14,243.677,142.161,158.036,56.468,34.4913,98.491,96.2514,102.166,103.916,74.4591,114.64,13.28,95.6,16.83,15.597,69.9853,71.9828,23.3473,108.32,84.18
2018-11-15,246.224,144.176,160.828,56.6481,35.2596,98.6086,96.2065,102.256,103.747,74.4423,114.77,13.42,95.84,16.79,15.569,69.5055,71.534,23.4004,108.42,84.14
2018-11-16,246.867,144.513,160.261,56.7116,35.3284,98.7659,96.7511,102.681,103.926,74.2199,115.62,13.53,96.56,16.966,15.665,70.2526,72.394,23.2291,109.2,84.73
2018-11-19,242.672,141.586,155.057,56.2166,34.853,98.7559,97.0192,102.632,103.826,73.9877,115.67,13.55,97.12,16.907,15.665,70.349,72.394,23.2113,109.55,84.9
2018-11-20,238.186,138.858,152.3,55.2442,34.103,98.7261,97.0512,102.483,103.627,73.7525,115.67,13.45,90.16,16.8,15.19,69.6294,71.6238,23.3287,108.75,84.8
2018-11-21,238.998,140.822,153.427,56.018,34.7331,98.7858,97.0192,102.434,103.797,74.1297,115.86,13.6,92.16,16.79,15.316,69.6865,71.7224,23.3287,108.89,84.51
2018-11-23,237.429,140.683,152.35,55.6492,34.3274,98.7559,97.121,102.275,103.836,73.7208,115.77,13.42,86.64,16.712,14.869,69.5498,71.4788,23.3744,108.42,84.68
2018-11-26,241.239,142.5,155.868,56.4866,34.7504,98.736,96.8953,102.157,103.886,74.0651,115.64,13.39,87.52,16.635,14.937,69.6785,71.7312,23.4191,108.38,84.11
2018-11-27,242.04,141.319,156.371,56.2685,34.9922,98.7659,97.0096,101.879,103.767,74.0304,114.95,13.29,87.6,16.644,14.878,69.9754,71.9542,23.4825,108.04,83.98
2018-11-28,247.612,144.802,161.417,57.0717,35.8301,98.9551,96.5597,102.008,104.045,74.6457,115.38,13.43,85.28,16.8,14.829,70.6016,72.5922,23.3651,108.72,84.08
2018-11-29,247.077,144.405,160.878,56.7821,35.519,99.0049,96.9146,102.612,103.757,74.6635,115.74,13.43,86.96,16.839,14.927,70.6184,72.6928,23.3287,108.91,84.27
2018-11-30,248.588,145.169,162.053,56.5404,35.4849,98.975,97.2897,102.632,103.697,74.5117,115.54,13.32,85.84,16.839,14.859,71.2888,73.4107,23.4191,108.27,84.22
2018-12-03,251.882,146.558,164.867,57.2869,36.2029,99.1482,97.9965,102.81,104.065,75.0327,116.41,13.49,90.16,16.917,15.198,71.6692,73.75,23.4284,108.48,84.05
2018-12-04,243.726,140.326,158.547,55.8018,35.4327,99.4071,99.6093,103.117,104.085,74.5653,117.12,13.62,89.44,16.839,15.208,70.6095,72.6099,23.3837,108.41,84.68
2018-12-06,243.362,140.009,159.674,55.2794,35.1048,99.6362,99.9196,103.127,104.394,74.3053,117.14,13.6,87.52,16.8,15.082,72.3573,74.4333,23.3744,108.87,84.74
2018-12-07,237.687,136.992,154.399,54.7217,34.4481,99.7752,100.107,103.266,104.404,74.1614,118.09,13.73,88.88,16.957,15.257,71.4107,73.3821,23.311,109.11,84.8
2018-12-10,238.136,136.605,156.035,54.2981,34.0856,99.835,100.527,103.018,104.712,74.2179,117.68,13.65,86.0,16.888,15.014,70.9506,72.968,23.4647,108.56,84.32
2018-12-11,238.196,136.456,156.537,54.4693,34.3458,99.855,100.513,102.632,104.91,74.3499,117.54,13.66,87.6,16.8,15.102,70.984,73.0232,23.5282,108.29,84.25
2018-12-12,239.401,137.766,157.888,55.2696,34.9052,99.7951,100.054,102.483,105.02,74.5931,117.79,13.82,86.56,16.879,15.053,69.889,71.82,23.4378,108.71,84.41
2018-12-13,239.322,135.791,157.937,55.1708,34.897,99.8151,99.8339,102.503,105.308,74.7727,117.53,13.86,89.68,16.957,15.248,70.295,72.251,23.4378,108.65,84.11
2018-12-14,234.902,133.758,154.104,54.4595,34.4052,99.835,100.167,102.582,105.189,74.4591,117.06,13.7,86.56,16.879,15.014,70.0915,72.108,23.5282,108.02,84.26
2018-12-17,230.286,130.79,150.614,54.0271,34.0856,99.9947,100.767,102.751,105.308,73.9748,117.87,13.77,83.6,16.771,14.839,67.4501,69.4434,23.4647,108.48,84.73
2018-12-18,230.03,130.622,151.585,54.0731,34.3136,100.293,101.385,102.988,105.706,73.8399,118.15,13.75,78.32,16.771,14.528,68.147,70.0657,23.4554,108.64,84.85
2018-12-19,226.595,127.893,147.86,53.5526,33.743,100.393,102.709,103.157,105.617,73.174,117.43,13.69,80.16,16.742,14.587,67.3999,69.2994,23.4647,108.73,84.83
2018-12-20,222.91,125.77,145.715,53.3354,34.0058,100.293,102.337,102.889,105.248,72.536,119.24,13.85,77.76,16.694,14.45,66.3864,68.2886,23.284,109.54,85.87
2018-12-21,218.344,122.505,141.196,52.406,33.7687,100.244,102.321,102.84,105.139,72.1766,118.72,13.74,76.56,16.557,14.324,65.4614,67.4405,23.4378,108.58,85.87
2018-12-24,212.563,120.143,137.686,51.7975,33.4546,100.313,102.83,102.979,104.9,71.6368,120.02,13.87,74.32,16.685,14.167,63.1297,65.0086,23.3371,109.07,86.55
2018-12-26,223.301,125.908,146.293,52.9979,34.1195,100.124,101.739,102.78,104.811,72.8406,119.66,14.11,79.2,16.695,14.482,65.2412,67.1417,23.4554,108.52,85.78
2018-12-27,225.025,126.445,146.87,53.1535,34.0765,100.283,101.755,102.78,104.811,72.7969,120.57,14.3,76.96,16.636,14.344,65.2324,67.2502,23.3548,109.36,86.0
2018-12-28,224.726,126.802,146.792,53.4352,34.4006,100.662,102.601,103.078,105.318,72.905,121.06,14.42,76.24,16.705,14.226,65.4457,67.4582,23.2915,109.37,86.63
2018-12-31,226.699,127.804,148.007,53.5174,34.2432,100.92,102.994,103.147,105.627,72.9576,121.25,14.52,77.28,16.675,14.265,65.6217,67.6654,23.2458,109.48,87.11
2019-01-02,226.929,128.508,148.595,53.4088,34.3311,101.0,103.519,103.305,105.965,72.8584,121.33,14.56,78.8,16.645,14.305,64.1952,66.2019,23.4191,108.44,87.65
2019-01-03,221.503,126.216,143.745,52.9255,33.7082,101.438,104.713,103.899,106.015,72.8972,122.43,14.75,79.6,16.705,14.423,64.6436,66.6269,23.2915,108.91,88.82
2019-01-04,228.938,130.949,149.88,54.5456,34.7954,101.12,103.483,103.682,105.945,74.1197,121.44,14.73,81.44,16.675,14.62,65.4015,67.3409,23.2542,108.93,88.05
2019-01-07,230.757,133.222,151.704,54.756,34.8741,100.94,103.182,103.632,105.955,74.8401,121.86,14.67,82.32,16.892,14.728,66.0433,68.0184,23.1544,109.65,87.85
2019-01-08,232.902,135.266,153.066,55.1111,35.006,100.861,102.917,103.701,106.193,75.3215,121.53,14.69,84.0,17.01,14.876,67.4078,69.2531,23.2272,109.31,87.7999
2019-01-09,234.012,136.387,154.302,55.7314,35.6279,100.95,102.761,103.82,106.601,75.4137,122.31,14.78,88.4,17.039,15.171,67.3085,69.1634,23.0082,110.41,88.41
2019-01-10,234.835,137.092,154.741,55.9486,35.8824,100.841,102.106,103.602,106.323,75.7115,121.59,14.6,88.8,16.911,15.131,68.2247,70.1219,23.1451,109.89,88.07
2019-01-11,234.931,137.131,154.174,55.5651,35.7075,100.98,102.504,103.85,106.511,75.4703,121.8,14.64,87.2,16.97,15.082,68.4193,70.3645,23.1629,109.52,87.97
2019-01-14,233.485,135.752,152.82,55.3107,35.4089,100.841,102.124,103.662,106.233,75.2271,122.09,14.66,85.52,16.892,14.954,68.1883,70.1396,23.1629,109.56,88.24
2019-01-15,236.155,136.913,155.82,55.6032,35.6545,100.851,101.755,103.592,106.303,75.4793,121.88,14.6,88.0,16.813,15.072,68.84,70.8338,23.2458,109.05,87.85
2019-01-16,236.73,137.935,155.792,55.7578,36.0932,100.94,101.863,103.583,106.501,75.5933,122.27,14.63,88.48,16.832,15.151,69.3247,71.2777,23.2728,108.82,87.61
2019-01-17,238.53,139.175,157.008,55.9574,36.2506,100.861,101.881,103.493,106.721,75.7998,122.11,14.57,88.24,16.931,15.161,69.6608,71.6573,23.2728,108.81,87.42
2019-01-18,241.706,140.614,158.547,56.5219,36.4255,100.791,101.35,103.365,106.909,76.0161,121.02,14.37,90.48,17.01,15.319,69.8968,71.9266,23.3465,108.58,87.01
2019-01-22,238.443,138.381,155.389,55.6482,35.7937,100.871,102.025,103.434,107.078,75.514,121.45,14.39,88.96,16.862,15.21,69.6835,71.7195,23.3465,108.44,87.24
2019-01-23,238.931,138.014,155.595,55.9026,36.1636,100.98,101.991,103.305,107.357,75.6668,121.28,14.42,88.4,16.911,15.191,69.6933,71.7195,23.2915,108.71,87.11
2019-01-24,239.065,138.838,156.585,55.9671,36.5134,101.16,102.655,103.474,107.626,75.7472,121.09,14.36,89.36,16.921,15.23,69.9322,71.9719,23.4284,108.02,87.1
2019-01-25,241.103,140.624,158.448,56.604,36.9962,101.11,102.163,103.305,107.705,75.9377,122.86,14.74,90.0,16.813,15.309,70.8041,72.8131,23.2365,109.02,87.19
2019-01-28,239.266,139.85,156.507,56.2949,36.6105,101.05,102.061,103.157,107.695,75.8187,123.29,14.79,87.6,16.823,15.102,71.4981,73.4709,23.2542,109.16,87.28
2019-01-29,238.931,139.522,155.028,56.4221,36.6709,101.329,102.583,103.474,107.914,75.775,123.98,14.88,89.28,16.744,15.25,72.0644,74.0586,23.2635,109.2,87.32
2019-01-30,242.711,141.06,158.957,57.0413,37.4694,101.568,102.504,104.018,108.421,76.3754,124.69,15.05,91.2,16.734,15.358,72.6423,74.6454,23.1451,109.63,87.66
2019-01-31,244.838,142.261,161.359,57.0687,37.7845,101.856,103.37,104.612,109.187,76.5639,124.75,15.05,90.8,16.655,15.279,73.4013,75.4323,23.1908,109.31,87.65
2019-02-01,244.96,142.38,160.674,57.0492,37.487,101.658,102.751,104.246,108.908,76.5302,124.5,14.92,93.04,16.665,15.417,72.9344,74.9146,23.1908,109.42,87.21
2019-02-04,246.703,144.067,162.672,57.2585,37.5483,101.578,102.296,104.028,108.759,76.7128,123.96,14.88,92.0,16.852,15.427,73.478,75.4224,23.2542,109.18,86.845
2019-02-05,247.73,144.216,164.104,57.7056,38.0657,101.787,102.761,104.177,109.217,76.9817,124.28,14.87,90.32,16.803,15.358,73.9016,75.883,23.3185,109.02,86.81
2019-02-06,247.402,144.038,163.614,57.4141,37.5483,101.728,102.815,104.107,108.998,76.9102,123.44,14.68,90.56,16.842,15.378,73.417,75.3574,23.4098,108.56,86.81
2019-02-07,245.038,142.867,161.426,56.649,37.171,101.778,103.473,104.276,108.978,76.6463,123.74,14.77,88.56,16.685,15.23,74.0255,75.9343,23.4647,108.29,86.87
2019-02-08,245.333,143.015,161.751,56.468,36.9612,101.996,103.925,104.325,109.267,76.6284,124.21,14.83,88.64,16.567,15.25,74.0255,75.954,23.4918,108.09,86.91
2019-02-11,245.479,144.196,161.595,56.4133,36.8376,101.896,103.51,104.098,109.008,76.6661,123.6,14.72,88.08,16.547,15.161,74.226,76.171,23.5831,107.67,86.44
2019-02-12,248.636,146.031,163.978,57.0687,37.1454,101.906,103.247,104.117,109.167,77.0353,123.86,14.73,89.28,16.626,15.25,73.76,75.7273,23.5011,108.19,86.38
2019-02-13,249.45,146.428,164.084,57.0775,36.8815,101.738,102.863,104.098,108.879,76.9301,123.37,14.59,90.72,16.596,15.338,74.1385,76.0793,23.6288,107.55,85.95
2019-02-14,248.893,146.746,164.278,57.0961,36.952,101.886,103.446,104.395,108.998,76.938,124.06,14.65,91.84,16.449,15.378,74.3774,76.3218,23.6018,107.8,86.37
2019-02-15,251.603,149.088,164.966,57.9238,36.8998,101.956,103.61,104.395,109.137,77.1802,124.8,14.82,93.68,16.606,15.663,74.8768,76.7953,23.5561,107.88,86.37
2019-02-19,252.033,149.495,165.282,58.1429,37.1883,102.016,103.873,104.642,109.207,77.207,126.7,15.02,94.24,16.537,15.702,74.8621,76.813,23.4647,108.29,86.24
2019-02-20,252.57,150.209,165.252,58.3073,37.399,102.026,103.573,104.682,109.107,77.2695,126.48,15.07,95.44,16.429,15.752,74.3932,76.2715,23.4834,108.27,86.07
2019-02-21,251.641,149.634,164.665,58.187,37.3212,101.807,102.665,104.494,108.789,77.197,125.05,14.83,95.04,16.468,15.801,74.4649,76.3317,23.5011,108.23,86.19
2019-02-22,253.202,150.943,165.877,58.3797,37.7324,102.056,103.267,104.781,109.297,77.3548,125.5,14.95,95.6,16.498,15.84,74.9033,76.739,23.4918,108.18,86.24
2019-02-25,253.537,150.983,166.485,58.5519,38.1527,102.026,102.966,104.702,109.257,77.4174,125.37,14.9,92.56,16.311,15.604,74.3145,76.1798,23.4741,108.44,85.9
2019-02-26,253.373,149.921,166.654,58.8336,38.0218,102.136,103.454,104.86,109.435,77.5126,125.58,14.94,93.04,16.281,15.673,74.0855,75.9728,23.3828,108.71,86.28
2019-02-27,253.258,150.14,166.554,58.5979,37.6966,101.916,102.302,104.603,109.107,77.5414,124.69,14.75,95.12,16.35,15.752,73.7168,75.7558,23.4004,108.52,85.94
2019-02-28,252.811,149.624,166.163,58.5167,37.2067,101.748,101.967,104.424,108.948,77.4958,123.99,14.63,95.6,16.183,15.712,73.9095,75.9806,23.4191,108.56,85.55
2019-03-01,254.38,151.033,167.321,58.8336,37.2516,101.598,101.014,104.226,108.759,77.713,121.88,14.2,93.28,16.193,15.535,73.6815,75.8189,23.5104,108.46,85.19
2019-03-04,253.433,149.654,167.35,58.6174,37.3029,101.708,101.818,104.375,109.008,77.598,121.56,14.15,94.4,16.075,15.584,74.0166,76.1355,23.5375,108.23,85.37
2019-03-05,253.087,148.959,167.476,58.6703,37.6719,101.778,102.016,104.345,109.047,77.5602,121.72,14.2,94.56,16.163,15.663,74.2192,76.3702,23.6018,108.13,85.2
2019-03-06,251.574,146.061,166.525,58.5255,37.4612,101.916,102.391,104.454,109.157,77.4322,121.61,14.15,94.0,16.084,15.575,73.8761,75.9994,23.6018,107.94,85.34
2019-03-07,249.469,144.762,164.486,57.778,36.7681,102.206,103.052,104.761,109.525,77.3816,121.51,14.09,94.48,15.956,15.535,73.7168,75.8633,23.8114,106.7,85.43
2019-03-08,248.973,144.722,164.24,57.7868,36.5043,102.344,103.463,104.86,109.665,77.2506,122.84,14.41,93.84,16.045,15.525,73.7935,75.9343,23.7387,107.17,85.8
2019-03-11,252.596,147.252,167.653,58.2877,37.1883,102.354,103.166,104.84,109.783,77.5036,122.24,14.37,94.88,15.986,15.545,74.8768,77.0555,23.6838,107.34,85.72
2019-03-12,253.518,147.332,168.576,58.2525,37.3816,102.554,103.892,105.038,110.072,77.6436,122.98,14.48,95.12,16.075,15.643,75.2198,77.3721,23.6381,107.78,85.75
2019-03-13,255.202,147.917,169.84,58.7524,37.4264,102.504,103.698,105.157,109.893,77.851,123.84,14.51,97.52,16.114,15.742,75.5905,77.7222,23.529,108.15,85.86
2019-03-14,255.04,147.312,169.553,58.7436,37.2241,102.344,102.956,105.137,109.694,77.7964,122.41,14.24,97.76,16.212,15.673,75.7055,77.8415,23.6018,107.86,85.34
2019-03-15,256.302,147.709,171.124,59.3815,37.7681,102.604,103.626,105.504,110.072,77.8688,122.97,14.33,97.6,16.419,15.673,75.4685,77.6611,23.5654,108.04,85.55
2019-03-18,257.23,148.651,171.524,59.5918,38.1875,102.594,103.565,105.494,110.022,77.841,123.04,14.39,98.48,16.429,15.752,75.0891,77.2261,23.5375,108.21,85.65
2019-03-19,257.297,147.897,172.092,59.7083,38.2059,102.534,103.334,105.405,110.042,77.8868,123.38,14.4,98.24,16.39,15.791,74.8621,77.0023,23.5104,108.36,85.61
2019-03-20,256.513,146.657,172.788,59.7347,38.2671,102.952,104.427,106.078,110.778,78.2252,124.18,14.54,100.0,16.429,15.909,75.0891,77.2547,23.3735,109.08,86.26
2019-03-21,259.404,148.582,175.487,59.6985,38.3186,102.972,104.667,106.068,110.986,78.2062,123.68,14.5,99.52,16.557,15.83,76.429,78.5664,23.5197,108.45,86.09
2019-03-22,254.434,143.184,171.632,58.5519,37.1974,103.47,106.275,106.405,111.663,77.9244,123.97,14.45,97.84,16.498,15.693,75.8725,78.092,23.5654,107.77,86.79
2019-03-25,254.234,143.819,171.31,58.6341,37.2845,103.639,106.442,106.375,111.892,77.8966,124.92,14.56,98.0,16.567,15.752,75.9699,78.1108,23.5654,107.93,86.71
2019-03-26,256.142,145.317,172.092,58.9256,37.399,103.659,106.369,106.177,111.942,78.0872,124.3,14.47,99.76,16.547,15.781,76.5764,78.6936,23.6381,107.5,86.25
2019-03-27,254.791,144.752,171.005,58.953,36.9962,103.889,107.358,106.227,112.101,78.1408,123.65,14.32,98.72,16.449,15.693,76.3552,78.5299,23.6661,107.3,86.34
2019-03-28,255.749,146.061,171.388,58.8072,37.2423,103.898,107.719,106.316,112.25,78.2946,121.9,14.07,98.8,16.39,15.643,77.1003,79.2103,23.748,107.05,86.24
2019-03-29,257.355,146.498,172.692,59.0528,37.6278,103.889,107.621,106.514,112.16,78.494,122.01,14.18,100.0,16.212,15.653,77.0306,79.1472,23.775,107.02,86.11
2019-04-01,260.428,148.096,174.987,59.809,38.2498,103.42,106.087,106.098,111.733,78.4782,121.53,14.15,102.56,16.35,15.801,76.9844,79.1196,23.7574,106.92,85.63
2019-04-02,260.561,147.719,175.641,59.8276,38.1261,103.529,106.291,106.207,111.882,78.5129,121.98,14.16,104.08,16.399,15.84,77.526,79.6285,23.7844,106.85,85.6
2019-04-03,260.955,148.473,176.632,60.2913,38.3908,103.341,105.361,105.88,111.643,78.5407,121.8,14.2,103.92,16.517,15.86,77.4396,79.5476,23.748,107.21,85.56
2019-04-04,261.645,149.197,176.563,60.1642,38.6271,103.42,105.673,105.949,111.822,78.6578,122.11,14.22,103.36,16.724,15.87,77.3137,79.4283,23.775,107.07,85.48
2019-04-05,262.917,150.606,177.496,60.3197,38.9256,103.49,105.806,106.068,112.011,78.8066,121.98,14.17,105.2,16.645,15.919,77.8554,79.9746,23.803,107.0,85.38
2019-04-08,263.116,150.358,177.956,60.354,38.9256,103.45,105.426,105.969,111.842,78.759,122.51,14.31,107.2,16.586,15.978,77.4199,79.5022,23.7201,107.43,85.54
2019-04-09,261.759,148.513,177.319,59.9734,38.8461,103.5,105.762,106.068,112.091,78.7064,123.15,14.28,106.64,16.537,15.949,77.0129,79.1196,23.7294,107.42,85.82
2019-04-10,262.648,150.536,178.28,60.2004,39.0302,103.689,106.015,106.474,112.647,79.0508,123.53,14.28,107.28,16.586,16.086,77.7216,79.8385,23.6931,107.5,85.91
2019-04-11,262.591,150.348,177.857,60.0732,38.6087,103.579,105.388,106.217,112.529,79.1699,121.95,14.02,106.16,16.498,16.008,77.6686,79.7576,23.7657,107.38,85.4
2019-04-12,264.352,150.894,178.631,60.4919,38.889,103.38,104.657,106.019,112.459,79.2879,121.83,14.05,106.4,16.616,16.057,78.0402,80.1757,23.7117,107.72,85.14
2019-04-15,264.181,150.408,178.661,60.5193,38.6884,103.361,104.907,106.068,112.28,79.2344,121.6,14.06,105.92,16.586,16.027,77.6421,79.7675,23.7024,107.78,85.13
2019-04-16,264.352,150.755,179.279,60.5643,38.9779,103.171,104.258,105.83,111.961,79.1887,120.51,14.07,106.96,16.419,15.968,75.8874,78.0565,23.7574,107.58,85.13
2019-04-17,263.711,149.366,179.907,60.7375,39.0924,103.161,104.293,105.811,111.942,78.9972,120.28,14.05,106.24,16.36,15.909,75.1943,77.3485,23.7387,107.71,85.05
2019-04-18,264.227,148.93,180.121,60.7003,39.0648,103.301,104.834,106.108,112.041,79.0319,120.37,14.06,106.56,16.468,15.958,75.7713,77.8731,23.8664,107.06,85.15
2019-04-22,264.457,148.543,180.622,60.6005,38.8111,103.171,104.341,106.009,111.852,78.896,120.37,14.08,109.36,16.271,16.037,74.9388,77.1098,23.8114,107.33,85.16
2019-04-23,266.832,150.785,182.915,60.7199,38.8982,103.361,104.567,106.256,112.319,79.1699,120.12,13.91,110.32,16.203,16.057,75.9306,78.0289,23.8943,107.0,85.245
