Date,SPY,IWM,QQQ,EFA,EEM,AGG,TLT,TIP,LQD,HYG,GLD,SLV,USO,DBA,DBC,VNQ,IYR,UUP,FXE,FXY
2017-06-01,213.433,129.659,134.009,57.1891,34.9621,99.676,100.96,103.365,106.451,73.3546,120.72,16.38,79.28,19.44,14.081,67.1335,67.2176,22.6653,108.54,86.4
2017-06-02,214.152,130.513,135.558,57.8172,35.1398,99.9947,102.197,103.751,106.909,73.3953,121.61,16.59,78.88,19.381,14.013,67.8246,67.8813,22.5581,109.22,87.18
2017-06-05,213.999,129.679,135.529,57.4992,35.0967,99.845,101.554,103.503,106.641,73.3298,121.73,16.63,78.4,19.411,13.935,67.5336,67.6673,22.5749,108.93,87.12
2017-06-06,213.301,129.571,134.999,57.3329,35.1132,100.045,102.006,103.612,106.909,73.2147,123.1,16.76,79.76,19.333,14.033,67.2062,67.3291,22.5218,109.19,87.97
2017-06-07,213.693,129.679,135.519,57.3515,35.0701,99.9248,101.624,103.365,106.78,73.0658,122.45,16.65,75.68,19.508,13.838,67.6781,67.6082,22.5488,109.04,87.62
2017-06-08,213.807,131.456,135.657,57.2478,35.2808,99.835,101.34,103.266,106.631,73.1234,121.65,16.49,75.44,19.546,13.838,67.5169,67.4967,22.6299,108.55,87.45
2017-06-09,213.482,132.15,132.226,57.0335,35.0104,99.7557,101.172,103.167,106.521,73.179,120.54,16.28,75.92,19.615,13.916,67.9907,67.9297,22.7016,108.34,87.27
2017-06-12,213.433,131.921,131.53,56.8193,34.8256,99.7557,101.138,102.959,106.541,73.308,120.36,16.04,76.16,19.381,13.79,68.5973,68.3804,22.6653,108.45,87.6
2017-06-13,214.486,132.617,132.595,57.2566,34.9941,99.7851,101.154,103.137,106.671,73.441,120.48,15.95,76.8,19.313,13.848,68.7496,68.5252,22.6392,108.45,87.46
2017-06-14,214.209,131.813,132.007,57.2135,34.9859,100.094,102.735,103.147,107.367,73.4469,119.82,15.95,73.84,19.177,13.606,68.8479,68.7462,22.6205,108.57,87.77
2017-06-15,213.797,131.157,131.43,56.6207,34.6241,100.025,102.583,102.662,107.088,73.165,119.32,15.88,73.44,19.196,13.664,69.1988,68.9828,22.7557,107.84,86.75
2017-06-16,213.846,130.85,130.884,57.104,34.6854,100.094,102.779,102.751,107.188,73.041,119.34,15.79,73.92,19.235,13.722,69.021,68.9415,22.6746,108.41,86.8
2017-06-19,215.607,131.793,133.049,57.3329,35.028,99.9448,102.646,102.642,107.049,73.2643,118.43,15.61,72.96,19.06,13.634,69.0288,69.0597,22.7743,107.87,86.24
2017-06-20,214.171,130.463,131.997,56.8721,34.6424,100.114,103.529,102.741,107.307,73.0053,118.18,15.59,71.6,19.021,13.498,68.8656,68.8281,22.8097,107.67,86.34
2017-06-21,214.132,130.136,133.321,56.8036,34.7165,100.134,103.746,102.899,107.357,72.5836,118.52,15.54,69.68,18.768,13.353,68.727,68.5578,22.765,108.04,86.43
2017-06-22,214.028,130.642,133.282,56.7938,34.8943,100.174,103.986,103.216,107.456,72.782,118.92,15.68,70.24,18.466,13.372,68.7918,68.6959,22.7743,107.9,86.51
2017-06-23,214.277,131.486,133.803,56.9337,35.081,100.194,103.934,103.305,107.486,73.0837,119.43,15.79,70.88,18.553,13.43,69.0308,68.9661,22.7016,108.36,86.49
2017-06-26,214.419,131.654,133.165,57.0306,35.4181,100.293,104.302,103.464,107.685,73.179,118.36,15.68,71.44,18.602,13.459,69.5242,69.4089,22.7379,108.15,86.0
2017-06-27,212.659,130.503,130.774,57.0228,35.004,99.9747,103.212,102.969,107.198,72.9478,118.81,15.79,72.8,18.563,13.614,68.899,68.9987,22.4854,109.82,85.78
2017-06-28,214.602,132.507,132.634,57.5197,35.2753,100.015,102.872,103.058,107.317,73.2464,118.9,15.92,73.6,18.612,13.702,69.0632,69.0923,22.4137,110.14,85.73
2017-06-29,212.678,131.704,130.352,56.9513,34.8264,99.835,102.016,102.672,106.979,73.0658,118.32,15.73,73.68,18.865,13.76,68.2768,68.3399,22.3056,110.69,85.86
2017-06-30,213.09,131.496,130.401,56.9866,34.9868,99.7059,101.792,102.543,106.899,73.2395,118.02,15.71,76.0,19.333,14.043,68.2768,68.3399,22.3411,110.48,85.53
2017-07-03,213.463,132.617,129.059,56.9161,35.19,99.5266,101.454,102.355,106.701,73.2058,116.09,15.3,76.96,19.615,14.188,69.1458,69.0657,22.4761,109.85,84.82
2017-07-05,213.961,132.13,130.295,56.9161,35.1231,99.5764,101.481,102.503,106.85,73.1472,116.52,15.18,74.0,19.644,13.975,68.1696,68.2876,22.4854,109.7,84.97
2017-07-06,212.008,130.423,129.136,56.6637,34.702,99.3972,100.58,102.236,106.601,72.9636,116.47,15.15,74.48,19.538,13.985,66.8907,67.0953,22.3867,110.48,84.99
2017-07-07,213.367,131.664,130.517,56.6725,34.7678,99.3573,100.008,101.909,106.511,72.8991,115.28,14.73,72.8,19.576,13.848,67.2682,67.4218,22.423,110.3,84.47
2017-07-10,213.596,131.119,131.342,56.8124,35.0985,99.4071,100.151,101.879,106.691,72.9804,115.47,14.83,73.04,19.596,13.907,66.6538,66.9237,22.4314,110.25,84.33
2017-07-11,213.443,131.476,131.714,56.9416,35.3842,99.4868,100.306,102.196,106.731,72.9328,115.62,14.99,74.16,19.605,14.043,66.5781,66.8468,22.3504,110.89,84.485
2017-07-12,215.031,132.507,133.282,57.3984,36.0701,99.8051,101.023,102.503,107.168,73.4052,116.03,15.05,74.64,19.586,13.975,67.3999,67.689,22.3504,110.44,84.9932
2017-07-13,215.376,132.617,133.589,57.5638,36.2478,99.686,100.361,102.464,106.979,73.4638,115.82,14.87,75.76,19.43,13.965,67.5061,67.7136,22.3597,110.3,84.96
2017-07-14,216.431,132.855,134.655,57.9659,36.703,99.7951,100.495,102.454,107.238,73.6732,116.77,15.08,76.72,19.546,14.12,68.1548,68.3981,22.2236,110.94,85.46
2017-07-17,216.401,133.152,134.724,57.8504,36.5355,99.835,100.785,102.652,107.337,73.697,117.29,15.22,75.6,19.508,14.071,68.7034,68.6722,22.2236,111.05,85.44
2017-07-18,216.516,132.815,135.617,57.9052,36.6435,100.055,101.694,102.929,107.774,73.7307,118.11,15.38,76.32,19.44,14.13,68.553,68.5016,22.1062,111.78,85.87
2017-07-19,217.672,134.095,136.39,58.1586,36.9494,100.084,101.739,102.998,107.754,73.8538,118.08,15.4,77.52,19.731,14.256,69.072,69.049,22.1602,111.37,86.0
2017-07-20,217.751,134.194,136.568,58.3944,36.9053,100.114,102.025,102.761,107.834,73.8984,118.24,15.42,76.88,19.723,14.237,68.7506,68.7757,22.0251,112.47,85.95
2017-07-21,217.579,133.619,136.518,58.1674,36.8806,100.293,102.479,102.909,108.082,73.8379,119.26,15.6,74.72,19.605,14.043,68.7034,68.9207,21.9534,112.85,86.58
2017-07-24,217.523,133.787,137.137,58.0089,36.9923,100.194,102.061,102.909,107.954,73.8984,119.31,15.58,76.0,19.343,14.071,68.5707,68.7413,21.9618,112.56,86.55
2017-07-25,218.047,135.007,136.793,58.0891,36.8989,99.835,100.722,102.543,107.347,73.9282,118.92,15.59,78.48,19.031,14.227,68.6602,68.8251,21.9982,112.62,85.94
2017-07-26,218.057,134.243,137.234,58.4462,37.2031,100.025,100.863,102.81,107.695,74.0364,119.88,15.75,79.68,19.196,14.363,69.1359,69.1949,21.8713,113.35,86.47
2017-07-27,217.839,133.42,136.371,58.3171,36.9996,99.8849,100.351,102.751,107.446,73.9808,119.79,15.68,80.48,19.411,14.45,69.2175,69.254,21.9534,112.87,86.49
2017-07-28,217.597,133.063,136.264,58.3758,36.9833,100.084,100.96,102.969,107.705,73.9897,120.69,15.81,81.36,19.42,14.528,69.0308,69.1101,21.8173,113.69,86.97
2017-07-31,217.483,132.637,135.704,58.4991,37.0253,100.035,101.087,102.969,107.705,73.9897,120.75,15.9,82.24,19.411,14.616,69.1202,69.1022,21.727,114.45,87.24
2017-08-01,217.951,132.894,136.017,58.8229,37.1352,100.323,101.836,103.068,108.082,74.0602,120.65,15.79,80.72,19.138,14.45,69.4318,69.4099,21.7633,114.07,87.15
2017-08-02,218.067,131.416,136.371,58.8473,37.1691,100.244,101.889,103.008,107.914,74.078,120.4,15.67,81.12,19.371,14.48,68.8017,68.9711,21.7353,114.61,86.88
2017-08-03,217.643,130.79,135.862,58.8826,37.017,100.443,102.927,103.295,108.063,73.9381,120.59,15.72,80.16,19.216,14.372,68.6602,68.7334,21.6822,114.8,87.48
2017-08-04,218.037,131.396,136.106,58.9618,37.1527,100.283,102.051,103.147,107.666,73.957,119.65,15.38,81.04,19.148,14.402,68.8922,68.9631,21.8713,113.85,86.88
2017-08-07,218.449,131.624,136.929,58.9892,37.4053,100.273,102.181,103.266,107.695,73.9222,119.51,15.33,80.8,19.186,14.432,68.8194,69.0164,21.863,114.0,86.82
2017-08-08,217.895,131.207,136.703,58.6732,37.4137,100.174,101.818,103.345,107.178,73.6017,119.86,15.56,80.48,19.118,14.44,68.4891,68.6377,21.8984,113.54,87.14
2017-08-09,217.885,130.086,136.528,58.5783,37.0756,100.273,102.372,103.533,107.297,73.3189,121.31,15.98,81.2,19.001,14.538,68.2591,68.5174,21.8807,113.64,87.42
2017-08-10,214.811,127.734,133.608,57.7467,36.1985,100.373,103.23,103.781,107.258,72.8514,122.21,16.18,79.28,18.593,14.314,67.7656,67.9947,21.8444,113.82,88.1
2017-08-11,215.137,127.913,134.636,57.642,36.2827,100.453,103.275,103.721,107.456,72.9765,122.79,16.17,79.92,18.7,14.363,67.3508,67.6703,21.7633,114.3,88.16
2017-08-14,217.272,129.838,136.351,58.0608,36.6526,100.403,102.744,103.325,107.387,73.3616,121.92,16.13,77.76,18.602,14.237,68.4724,68.7087,21.8537,113.85,87.7
2017-08-15,217.244,128.747,136.44,58.0177,36.6947,100.263,102.33,103.008,107.258,73.3854,120.98,15.74,78.0,18.446,14.169,68.2689,68.5085,21.9534,113.43,86.98
2017-08-16,217.626,128.787,136.674,58.3494,37.0756,100.443,102.691,103.186,107.556,73.3933,121.87,16.15,76.56,18.29,14.13,68.5373,68.8093,21.8807,113.77,87.25
2017-08-17,214.248,126.465,133.89,57.6949,36.6023,100.592,103.397,103.444,107.656,72.9834,122.49,16.12,76.96,18.173,14.169,68.1126,68.3399,21.9254,113.31,87.83
2017-08-18,213.912,126.455,133.793,57.8504,36.9145,100.522,103.412,103.464,107.596,73.0956,122.3,16.1,79.76,18.183,14.422,67.4226,67.832,21.8537,113.7,88.09
2017-08-21,214.084,126.365,133.625,57.8338,37.05,100.602,103.681,103.503,107.734,73.169,122.76,16.07,77.68,18.095,14.246,68.146,68.4424,21.7903,114.16,88.3
2017-08-22,216.314,127.744,135.675,58.1155,37.4659,100.502,103.285,103.365,107.626,73.4697,122.21,16.07,78.16,18.095,14.286,67.9485,68.3804,21.8807,113.58,87.76
2017-08-23,215.511,127.536,135.205,58.1224,37.6417,100.752,103.986,103.652,108.014,73.4776,122.67,16.15,79.04,17.998,14.412,68.6474,68.9463,21.7903,114.23,88.22
2017-08-24,215.012,127.933,134.803,57.9923,37.7598,100.612,103.593,103.385,107.814,73.5848,122.29,16.03,77.68,18.173,14.402,68.4312,68.8783,21.8351,114.02,87.75
2017-08-25,215.511,128.28,134.507,58.3396,37.9796,100.692,104.003,103.573,108.063,73.7228,122.74,16.11,78.0,18.164,14.372,68.7604,69.2047,21.6543,115.26,87.96
2017-08-28,215.521,128.806,134.939,58.3396,37.845,100.732,103.942,103.642,108.063,73.7307,124.69,16.5,76.24,18.29,14.382,68.2345,68.8517,21.5919,115.71,88.0
2017-08-29,215.788,128.835,135.469,58.1058,37.7781,100.871,104.258,103.8,108.132,73.6394,124.42,16.42,75.68,17.998,14.382,68.1628,68.7501,21.6189,115.64,87.59
2017-08-30,216.803,129.669,137.018,58.0275,37.8358,100.851,104.226,103.771,108.222,73.8369,124.36,16.46,75.04,18.008,14.276,68.5451,69.1169,21.7539,114.85,87.14
2017-08-31,218.106,130.969,138.49,58.4726,37.8945,100.99,104.532,104.048,108.421,74.0364,125.82,16.65,77.04,18.154,14.674,68.9433,69.5618,21.6906,115.03,87.43
2017-09-01,218.42,131.694,138.292,58.5499,38.1739,100.762,103.746,103.8,107.994,74.1157,126.06,16.73,77.36,18.115,14.693,69.1791,69.5706,21.7353,114.59,87.19
2017-09-05,216.853,130.443,137.058,58.1586,37.6766,101.16,105.37,104.504,108.68,73.947,127.46,16.91,79.36,18.3,14.723,68.9885,69.4266,21.6189,115.14,88.38
2017-09-06,217.588,130.722,137.477,58.5167,37.921,101.06,104.732,104.375,108.272,73.8974,126.81,16.87,80.32,18.349,14.869,69.1713,69.5618,21.6003,115.13,87.91
2017-09-07,217.569,130.393,137.814,58.997,38.1995,101.309,105.806,104.82,108.709,73.9054,128.13,17.1,80.24,18.261,14.859,69.6136,70.0173,21.4483,116.12,88.59
2017-09-08,217.311,130.483,136.606,59.0048,37.9466,101.18,105.585,104.84,108.372,73.6702,127.97,17.02,77.84,18.358,14.693,69.6707,69.9759,21.3934,116.17,89.17
2017-09-11,219.628,131.833,138.174,59.4696,38.454,100.92,104.312,104.424,108.044,73.9054,126.19,16.77,78.56,18.34,14.723,70.3117,70.5666,21.5388,115.46,87.78
2017-09-12,220.383,132.666,138.51,59.6515,38.4109,100.772,103.791,104.256,107.934,73.9957,126.56,16.89,78.96,18.232,14.761,69.483,69.8566,21.5294,115.58,87.19
2017-09-13,220.479,133.063,138.686,59.3287,38.2086,100.672,103.362,104.048,107.824,74.0225,125.61,16.76,80.56,18.358,14.829,69.3001,69.5972,21.6543,114.75,86.86
2017-09-14,220.412,132.934,137.89,59.4334,38.3092,100.732,103.801,104.226,108.092,74.1237,126.16,16.77,81.04,18.368,14.839,69.8781,70.0232,21.5919,114.99,86.95
2017-09-15,220.699,133.489,138.352,59.4862,38.5374,100.712,103.847,104.167,108.162,74.1892,125.53,16.62,81.6,18.563,14.907,70.0069,70.3172,21.5201,115.39,86.69
2017-09-18,221.148,134.363,138.174,59.5645,38.6739,100.662,103.247,104.117,108.073,74.1574,124.36,16.27,81.36,18.456,14.888,69.6314,69.9384,21.5732,115.42,86.21
2017-09-19,221.376,134.363,138.411,59.8433,38.7572,100.602,102.994,103.989,108.132,74.2329,124.62,16.36,80.88,18.388,14.859,69.1713,69.401,21.5108,115.87,86.17
2017-09-20,221.456,134.8,137.989,59.7141,38.5795,100.512,103.071,103.692,108.004,74.2229,123.62,16.19,81.92,18.622,14.985,68.9796,69.2303,21.6822,114.8,85.55
2017-09-21,220.862,134.65,137.147,59.5918,38.5795,100.492,103.011,103.464,108.004,74.1316,122.68,16.03,82.0,18.563,14.927,68.8499,69.0085,21.6189,115.23,85.35
2017-09-22,220.9,135.236,137.008,59.7738,38.3606,100.572,103.301,103.721,108.132,74.2061,123.24,16.05,81.92,18.563,14.985,68.3603,68.5953,21.6003,115.33,85.75
2017-09-25,220.479,135.414,135.587,59.4334,37.7095,100.821,103.952,104.018,108.55,74.2497,124.53,16.21,84.4,18.398,15.238,68.7594,68.9631,21.727,114.4,86.04
2017-09-26,220.603,135.851,135.95,59.3042,37.6088,100.781,103.753,103.939,108.53,74.342,123.14,15.91,83.92,18.34,15.102,68.8754,68.9799,21.7996,113.85,85.59
2017-09-27,221.446,138.51,137.147,59.3453,37.4731,100.473,102.207,103.622,108.112,74.3767,121.98,15.83,84.16,18.485,15.043,68.2522,68.4296,21.9077,113.43,85.2
2017-09-28,221.714,138.868,137.087,59.5038,37.4493,100.483,101.906,103.553,108.262,74.3767,122.21,15.92,83.44,18.349,15.043,68.7172,68.9375,21.8444,113.73,85.45
2017-09-29,222.516,139.205,138.077,59.8531,37.878,100.403,102.134,103.325,108.362,74.4839,121.58,15.74,83.44,18.485,14.965,68.8587,69.0174,21.8258,114.1,85.37
2017-10-02,223.465,140.942,138.203,59.8012,37.8862,100.463,101.94,103.177,108.471,74.4511,120.77,15.67,81.68,18.417,14.839,68.7594,68.8773,21.9534,113.27,85.2
2017-10-03,223.934,141.239,138.5,60.0018,38.488,100.552,102.034,103.285,108.719,74.5841,120.83,15.71,81.44,18.427,14.849,68.6592,68.9296,21.9441,113.43,85.12
2017-10-04,224.192,140.803,138.636,59.8893,38.4797,100.522,102.042,103.365,108.66,74.5077,121.17,15.69,80.64,18.427,14.869,69.0101,69.3694,21.9161,113.57,85.2
2017-10-05,225.55,141.17,139.999,59.8531,38.7644,100.473,101.658,103.266,108.49,74.603,120.52,15.69,82.0,18.553,15.034,69.2568,69.5844,22.0344,112.99,85.13
2017-10-06,225.283,140.972,140.145,59.81,38.573,100.333,101.367,103.177,108.401,74.4919,121.09,15.85,79.76,18.593,14.801,69.0327,69.3359,21.9982,113.29,85.26
2017-10-09,224.911,140.386,140.029,59.8276,38.5456,100.463,101.694,103.216,108.49,74.4988,122.08,16.02,80.0,18.466,14.811,69.1988,69.473,21.9618,113.44,85.33
2017-10-10,225.514,140.812,140.126,60.397,38.9285,100.473,101.873,103.394,108.57,74.5583,122.4,16.15,82.24,18.583,14.985,69.4053,69.5666,21.8444,114.07,85.47
2017-10-11,225.856,140.703,140.548,60.5447,39.1052,100.492,102.051,103.533,108.51,74.4839,122.79,16.25,82.88,18.602,15.014,69.6383,69.8635,21.781,114.56,85.47
2017-10-12,225.533,140.595,140.281,60.4919,39.0887,100.622,102.504,103.711,108.54,74.3986,122.89,16.26,81.84,18.573,14.995,70.0845,70.3201,21.8258,114.22,85.58
2017-10-13,225.801,140.346,140.841,60.8079,39.4431,100.871,103.22,103.86,108.988,74.4323,123.82,16.41,82.96,18.641,15.14,70.2674,70.4759,21.8258,114.07,85.85
2017-10-16,226.096,140.218,141.331,60.7619,39.4166,100.772,103.14,103.632,108.829,74.474,122.97,16.25,83.68,18.553,15.18,69.9184,70.1209,21.8807,113.79,85.63
2017-10-17,226.25,139.791,141.518,60.6044,39.214,100.742,103.275,103.434,108.809,74.5841,122.13,16.09,83.92,18.427,15.16,70.0019,70.183,21.9348,113.56,85.61
2017-10-18,226.479,140.475,141.34,60.7786,39.3075,100.572,102.61,103.315,108.65,74.6575,121.67,16.06,83.84,18.456,15.15,69.9263,70.1051,21.9077,113.82,85.08
2017-10-19,226.536,140.266,140.812,60.6817,38.9604,100.652,102.779,103.444,108.809,74.6665,122.39,16.27,82.8,18.622,15.082,69.7209,70.0508,21.8537,114.27,85.37
2017-10-20,227.713,140.922,141.196,60.6044,39.1052,100.353,101.694,103.206,108.5,74.7379,121.61,16.08,83.44,18.495,15.16,69.3227,69.827,21.9794,113.62,84.61
2017-10-23,226.795,139.84,140.253,60.4743,38.792,100.463,101.881,103.216,108.62,74.6507,121.8,16.14,83.36,18.553,15.16,69.0583,69.4996,22.0075,113.36,84.75
2017-10-24,227.207,140.148,140.499,60.5702,38.792,100.254,101.226,103.078,108.332,74.6507,121.33,16.02,84.32,18.67,15.316,68.6444,69.1525,22.0437,113.49,84.36
2017-10-25,226.096,139.463,139.97,60.3354,38.7067,100.184,100.74,102.959,108.053,74.4413,121.35,16.01,83.84,18.66,15.335,68.4439,68.8853,21.9888,113.89,84.43
2017-10-26,226.394,139.751,139.527,60.3266,38.4447,100.074,100.38,102.929,108.044,74.3489,120.33,15.85,84.56,18.719,15.403,67.8806,68.4612,22.2236,112.36,84.26
2017-10-27,228.252,140.743,143.586,60.4665,39.0026,100.303,101.068,103.246,108.362,74.5494,120.9,15.91,86.72,18.768,15.481,68.1863,68.7738,22.2786,111.92,84.47
2017-10-30,227.388,139.235,143.907,60.6044,38.7572,100.572,102.051,103.523,108.739,74.5355,121.13,15.91,86.96,18.836,15.519,68.1293,68.9207,22.1696,112.47,84.88
2017-10-31,227.751,140.237,144.45,60.8578,39.1207,100.502,102.089,103.573,108.58,74.5494,120.67,15.79,87.44,18.933,15.559,68.1205,69.0499,22.1882,112.38,84.48
2017-11-01,228.068,139.294,144.4,60.9194,39.3258,100.552,102.556,103.662,108.749,74.4839,121.11,16.18,87.2,18.933,15.569,68.4537,69.1022,22.233,112.09,84.14
2017-11-02,228.154,139.701,144.135,61.1024,39.3734,100.612,102.984,103.82,108.739,74.4403,121.19,16.17,87.92,18.904,15.665,69.0327,69.5342,22.233,112.5,84.2
2017-11-03,228.891,139.612,145.528,61.0075,39.172,100.712,103.257,103.899,108.869,74.4502,120.62,15.92,89.44,18.913,15.763,68.8587,69.4907,22.287,111.96,84.14
2017-11-06,229.236,139.771,145.997,61.0936,39.6107,100.801,103.635,104.078,108.889,74.4561,121.65,16.27,92.08,18.933,16.064,69.3227,70.2945,22.233,111.98,84.39
2017-11-07,229.084,138.103,146.115,60.8666,39.3561,100.831,104.086,104.236,108.799,74.2467,121.21,16.01,91.92,18.943,15.966,69.888,70.7964,22.2692,111.79,84.27
2017-11-08,229.476,138.302,146.715,61.0691,39.5439,100.762,103.828,104.167,108.66,73.9173,121.63,16.06,91.28,18.865,15.938,70.234,71.2718,22.2599,111.87,84.36
2017-11-09,228.64,137.826,145.938,60.7199,39.2985,100.692,103.537,104.147,108.352,73.5521,122.13,16.07,91.68,18.826,15.966,70.3097,71.2451,22.1696,112.32,84.71
2017-11-10,228.587,137.726,145.928,60.5516,39.1299,100.283,102.016,103.672,107.754,73.7148,121.13,15.95,91.36,18.855,15.938,70.3834,71.2875,22.1509,112.52,84.58
2017-11-13,228.787,137.766,146.115,60.2992,39.0456,100.283,102.224,103.662,107.764,73.6622,121.31,16.09,91.04,18.787,15.889,70.7383,71.5479,22.1696,112.55,84.53
2017-11-14,228.272,137.379,145.566,60.2551,38.7827,100.383,102.899,103.791,107.794,73.3486,121.56,16.08,89.04,18.631,15.675,70.5909,71.4335,22.0158,113.75,84.65
2017-11-15,227.1,136.833,144.859,59.9675,38.5795,100.572,104.013,104.098,108.232,73.3486,121.41,16.03,88.72,18.593,15.655,69.881,70.8211,22.0075,113.74,85.1
2017-11-16,229.035,138.828,146.744,60.4479,39.3817,100.463,103.106,103.87,108.122,74.0651,121.4,16.12,88.56,18.563,15.607,70.4591,71.2954,22.0344,113.5,84.92
2017-11-17,228.382,139.463,146.194,60.2287,39.5778,100.572,103.873,104.058,108.242,74.0175,122.86,16.31,90.8,18.583,15.86,70.1504,70.9661,21.9711,113.75,85.67
2017-11-20,228.757,140.485,146.076,60.3598,39.7801,100.512,103.838,103.899,108.242,74.0334,121.31,15.98,90.24,18.505,15.733,69.945,70.8211,22.0792,113.12,85.24
2017-11-21,230.269,141.944,147.644,60.8157,40.3131,100.622,104.169,103.89,108.62,74.1862,121.51,16.01,91.2,18.515,15.84,70.467,71.3309,22.053,113.19,85.38
2017-11-22,230.058,141.756,147.83,60.9811,40.4139,100.801,104.491,104.216,109.057,74.3043,122.63,16.17,92.8,18.67,15.928,70.3097,71.1317,21.8807,113.98,86.35
2017-11-24,230.595,141.814,148.341,61.481,40.3316,100.781,104.209,104.078,108.918,74.3569,122.32,16.08,94.32,18.641,15.976,70.4011,71.2797,21.781,114.99,86.03
2017-11-27,230.48,141.388,148.274,61.1112,39.738,100.781,104.066,104.058,108.859,74.1297,122.83,16.1,92.72,18.631,15.947,70.0688,70.9838,21.808,114.73,86.44
2017-11-28,232.787,143.621,148.664,61.4614,40.0347,100.781,104.193,104.048,109.018,74.3569,122.81,15.91,92.64,18.622,15.879,69.8014,70.829,21.8984,114.16,86.13
2017-11-29,232.652,144.087,146.105,61.2168,39.4,100.522,103.182,103.751,108.57,74.2597,122.04,15.64,91.76,18.768,15.772,69.829,70.7422,21.8891,114.25,85.8
2017-11-30,234.701,144.345,147.32,61.2775,38.9696,100.363,102.83,103.652,108.441,74.2765,121.1,15.51,91.76,18.583,15.704,69.9361,70.8211,21.8351,114.73,84.88
2017-12-01,234.222,143.769,146.695,61.0329,38.7506,100.652,104.209,104.048,108.779,74.2547,121.59,15.53,93.36,18.563,15.84,70.1023,70.9512,21.8173,114.64,85.66
2017-12-04,233.944,143.234,144.979,60.8157,38.8249,100.642,104.258,104.088,108.958,74.2299,121.18,15.44,91.92,18.485,15.645,69.7562,70.4069,21.8891,114.29,85.29
2017-12-05,233.065,141.794,145.069,60.6817,38.8011,100.752,104.751,104.206,109.187,74.1862,120.32,15.23,92.32,18.358,15.645,69.1753,69.9946,21.9254,113.96,85.3
2017-12-06,233.112,141.13,145.753,60.5614,38.2774,100.841,105.124,104.325,109.415,74.1197,120.07,15.1,89.6,18.164,15.384,69.1084,69.966,21.9794,113.69,85.57
2017-12-07,233.888,142.113,146.253,60.7199,38.3871,100.722,104.312,104.177,109.177,74.1525,118.49,14.87,90.64,17.998,15.432,69.2814,70.2501,22.0251,113.51,84.86
2017-12-08,235.15,142.241,146.9,61.0427,38.8343,100.682,104.321,104.127,109.027,74.2299,118.48,14.96,91.92,17.95,15.51,69.6383,70.4838,22.0606,113.41,84.59
2017-12-11,235.86,142.191,148.017,61.1983,39.0293,100.642,104.123,104.038,109.117,74.2467,118.01,14.85,92.8,17.823,15.549,69.6314,70.5627,22.0606,113.47,84.55
2017-12-12,236.261,141.746,147.83,61.2775,38.7644,100.592,104.076,104.127,109.027,74.212,118.15,14.86,91.52,17.715,15.413,69.9705,70.8467,22.0978,113.23,84.55
2017-12-13,236.234,142.598,148.096,61.5143,39.2297,100.881,104.834,104.325,109.445,74.2547,119.17,15.15,90.64,17.775,15.344,70.0845,70.9927,21.9441,113.98,85.34
2017-12-14,235.275,141.02,148.007,61.1728,38.9422,100.911,105.286,104.325,109.635,74.1029,118.93,15.02,91.44,17.765,15.393,70.0688,70.9512,21.9618,113.6,85.49
2017-12-15,237.256,143.025,149.586,61.1552,39.0293,100.94,105.7,104.325,109.783,74.1118,119.18,15.15,91.68,17.852,15.393,70.5092,71.2451,22.053,113.28,85.27
2017-12-18,238.73,144.97,150.889,61.8821,39.466,100.811,104.722,104.127,109.475,74.1862,119.73,15.22,91.52,17.872,15.461,70.9732,71.6436,22.0186,113.55,85.26
2017-12-19,237.819,143.829,150.047,61.6512,39.2617,100.502,103.397,103.8,108.869,74.0324,119.82,15.22,92.08,17.891,15.577,69.4643,70.2629,21.9561,114.11,85.05
2017-12-20,237.697,144.096,149.85,61.5465,39.3139,100.283,102.252,103.464,108.57,74.0929,120.14,15.25,92.88,17.969,15.665,68.6592,69.5292,21.9282,114.48,84.62
2017-12-21,238.186,144.732,149.87,61.7657,39.5713,100.373,102.83,103.731,108.869,74.1703,120.31,15.22,93.12,17.988,15.675,68.3898,69.2758,21.9189,114.43,84.71
2017-12-22,238.126,144.454,149.702,61.9252,39.9056,100.413,102.966,103.791,108.948,74.2388,120.94,15.4,93.28,17.93,15.743,68.8617,69.7146,21.9282,114.24,84.72
2017-12-26,237.838,144.543,148.891,61.9095,39.8718,100.492,103.275,103.89,109.107,74.3489,121.77,15.59,95.6,18.086,15.976,69.2068,70.0518,21.9105,114.31,84.8
2017-12-27,237.966,144.395,148.911,62.022,39.9752,100.821,104.603,104.345,109.733,74.3847,122.23,15.73,95.36,18.183,16.016,69.4328,70.3063,21.8658,114.59,84.7
2017-12-28,238.452,144.98,149.094,62.0562,40.249,100.752,104.515,104.375,109.665,74.3489,122.85,15.88,95.76,18.232,16.093,69.8014,70.7156,21.8024,115.07,85.0
2017-12-29,237.553,143.789,148.176,62.1003,40.4376,100.841,104.703,104.642,109.803,74.4591,123.65,15.99,96.08,18.271,16.142,69.83,70.7323,21.712,115.61,85.14
2018-01-02,239.248,145.139,150.791,62.5601,41.2023,100.702,103.546,104.385,109.047,74.5285,125.15,16.21,96.56,18.475,16.219,69.5684,70.3763,21.6217,116.2,85.47
2018-01-03,240.749,145.287,152.261,62.8614,41.5952,100.712,104.049,104.484,109.267,74.8829,124.82,16.17,98.72,18.466,16.317,69.3669,70.2629,21.7027,115.71,85.3
