Date,SPY,EFA,EEM,AGG,TLT,TIP,GLD,VNQ,USO
2018-08-06,255.546,61.0975,37.8935,99.3773,99.9285,104.048,114.33,71.155,114.48
2018-08-07,256.38,61.5759,38.2837,99.208,99.4108,103.909,114.59,71.0263,114.88
2018-08-08,256.273,61.5221,38.2306,99.208,99.5041,103.919,114.91,70.6154,111.2
2018-08-09,255.939,61.3411,38.1179,99.3375,100.351,104.167,114.74,70.6508,111.04
2018-08-10,254.214,60.1172,37.3073,99.5466,101.095,104.504,114.69,70.1111,112.64
2018-08-13,253.248,59.901,36.6938,99.5964,100.891,104.484,112.96,69.9715,112.08
2018-08-14,254.868,59.8922,36.9172,99.5068,100.654,104.355,113.07,70.3155,111.92
2018-08-15,252.962,59.0273,35.8559,99.6462,101.253,104.563,111.19,70.8553,108.08
2018-08-16,255.011,59.4402,36.082,99.7059,101.245,104.494,111.1,71.4304,109.04
2018-08-17,255.93,59.7924,36.4603,99.7657,101.376,104.543,112.13,72.0909,109.52
2018-08-20,256.466,60.1172,36.6252,99.9348,102.051,104.761,112.69,72.1411,110.08
2018-08-21,257.068,60.4851,37.0912,99.865,101.713,104.692,113.02,71.7066,110.64
2018-08-22,256.906,60.7208,37.3851,99.9348,102.114,104.929,113.27,71.3006,114.16
2018-08-23,256.57,60.2874,36.7807,99.8949,102.278,105.009,112.2,71.1236,114.16
2018-08-24,258.131,60.6377,37.4641,99.9947,102.479,105.117,114.16,71.5424,115.44
2018-08-27,260.171,61.4497,37.997,99.8749,101.889,104.949,114.59,71.2839,116.0
2018-08-28,260.293,61.3969,37.8605,99.6959,101.268,104.741,113.68,72.2452,115.44
2018-08-29,261.681,61.7285,38.0942,99.676,101.41,104.741,114.2,72.2639,117.28
2018-08-30,260.628,61.1435,37.0995,99.7258,101.631,104.84,113.64,71.798,118.0
2018-08-31,260.637,60.6563,37.2891,99.7159,101.385,104.711,113.51,72.083,117.68
2018-09-04,260.197,60.1426,36.5628,99.5964,100.794,104.563,112.93,71.2269,116.64
2018-09-05,259.47,59.5948,36.0372,99.5566,100.513,104.454,113.32,71.6357,115.92
2018-09-06,258.686,59.4138,36.0728,99.7258,100.899,104.553,113.54,71.8422,114.4
2018-09-07,258.206,58.9354,35.8907,99.3773,100.017,104.256,113.23,71.0617,114.24
2018-09-10,258.638,59.2974,35.5362,99.457,100.389,104.286,113.15,71.3782,113.68
2018-09-11,259.49,59.3492,35.614,99.3075,99.6292,104.058,113.22,71.3703,116.8
2018-09-12,259.547,59.6036,35.7944,99.3673,99.8658,104.157,114.17,71.4047,118.24
2018-09-13,261.08,60.0448,36.2798,99.4171,100.008,103.998,113.76,71.7576,115.92
2018-09-14,261.126,60.1338,36.2449,99.2578,99.5289,103.81,113.02,71.3006,116.0
2018-09-17,259.748,60.1886,35.9172,99.2578,99.5289,103.83,113.61,71.5335,115.76
2018-09-18,261.156,60.8196,36.2625,99.0248,98.5005,103.632,113.44,71.1895,117.52
2018-09-19,261.434,61.0349,36.7624,98.8217,97.9271,103.523,113.88,70.3579,119.52
2018-09-20,263.567,61.7921,37.1691,98.965,98.3686,103.652,114.27,71.0184,118.4
2018-09-21,263.325,61.8195,37.3423,99.0447,98.3215,103.652,113.49,70.9919,119.68
2018-09-24,262.447,61.5407,36.9172,98.9451,98.0876,103.573,113.47,69.7149,122.0
2018-09-25,262.227,61.8449,37.0646,98.8903,97.9877,103.533,113.65,69.7228,122.16
2018-09-26,261.405,61.8733,37.1434,99.1482,98.6696,103.692,113.05,68.8892,120.88
2018-09-27,262.17,61.7481,37.3257,99.218,98.7199,103.731,112.05,69.2175,122.08
2018-09-28,262.198,61.2423,37.0739,99.1084,98.465,103.682,112.76,70.1573,124.16
2018-10-01,263.086,61.3157,37.0821,99.0746,97.7511,103.385,112.57,69.5055,127.6
2018-10-02,262.937,60.9997,36.6169,99.1981,98.3392,103.563,113.87,69.3502,126.96
2018-10-03,263.078,60.892,36.3138,98.7161,96.6468,103.058,113.42,68.61,128.64
2018-10-04,261.012,60.1788,35.4071,98.4313,95.9578,102.81,113.48,68.0349,125.92
2018-10-05,259.547,59.8198,35.277,98.2053,95.1309,102.553,113.8,68.0025,125.52
2018-10-08,259.547,59.5302,35.3284,98.1654,94.8278,102.503,112.54,68.9836,125.44
2018-10-09,259.192,59.3786,35.1993,98.3129,95.7732,102.78,112.6,69.0789,126.56
2018-10-10,250.962,58.1185,34.1542,98.2839,95.4972,102.691,112.88,68.0536,123.04
2018-10-11,245.441,57.3065,33.8089,98.5886,96.67,102.84,115.78,66.1072,119.6
2018-10-12,248.858,57.5139,34.8026,98.6086,96.3498,102.691,115.23,65.9332,120.96
2018-10-15,247.45,57.3779,34.4308,98.5498,96.3037,102.761,116.0,66.3766,121.04
2018-10-16,252.866,58.3592,35.2944,98.6086,96.5308,102.761,115.8,67.741,121.52
2018-10-17,252.903,58.0275,34.8621,98.4015,95.9408,102.533,115.79,67.4796,118.56
2018-10-18,249.258,57.0903,33.9464,98.3327,95.9072,102.454,115.92,67.3498,116.48
2018-10-19,249.125,57.4141,34.266,98.2451,95.6939,102.365,116.01,67.9318,117.76
2018-10-22,248.004,57.1627,34.6387,98.2252,95.5602,102.305,115.71,66.9831,117.92
2018-10-23,246.751,56.6216,34.2578,98.3517,95.8727,102.335,116.39,67.279,112.32
2018-10-24,239.276,55.0182,33.1522,98.6086,96.6042,102.672,116.66,67.9131,112.4
2018-10-25,243.584,55.7118,33.7907,98.5299,96.1968,102.236,116.4,68.783,113.68
2018-10-26,239.286,55.3332,33.4034,98.746,96.7684,102.751,116.77,67.1315,114.64
2018-10-29,237.956,55.1796,32.8253,98.6464,96.5674,102.652,116.31,67.9868,112.88
2018-10-30,241.498,55.8449,33.4639,98.51,96.0809,102.384,115.8,68.9147,112.24
2018-10-31,244.082,56.2597,33.8255,98.4612,95.5773,102.147,115.15,68.1058,110.32
2018-11-01,246.675,56.9817,35.0351,98.4712,95.6662,102.008,116.63,68.4272,107.68
2018-11-02,245.191,57.0629,35.2596,98.1654,94.4869,101.691,116.65,67.8639,106.48
2018-11-05,246.559,57.0629,35.355,98.2351,94.8714,101.879,116.37,68.8705,106.4
2018-11-06,248.109,57.2967,35.2944,98.2451,94.8099,101.85,116.04,69.2175,105.44
2018-11-07,253.413,58.0617,35.9603,98.3327,94.9367,101.919,116.03,70.0443,104.48
2018-11-08,252.952,57.4963,35.0262,98.1455,94.9272,101.78,115.78,70.0973,102.72
2018-11-09,250.483,57.1167,34.3786,98.2739,95.6146,102.028,114.48,70.0885,101.6
2018-11-12,245.813,56.1794,33.896,98.4413,96.2514,102.246,113.66,70.2281,99.84
2018-11-13,245.333,56.424,34.2844,98.4811,96.1891,102.157,113.7,70.1573,93.52
2018-11-14,243.677,56.468,34.4913,98.491,96.2514,102.166,114.64,69.9853,95.6
2018-11-15,246.224,56.6481,35.2596,98.6086,96.2065,102.256,114.77,69.5055,95.84
2018-11-16,246.867,56.7116,35.3284,98.7659,96.7511,102.681,115.62,70.2526,96.56
2018-11-19,242.672,56.2166,34.853,98.7559,97.0192,102.632,115.67,70.349,97.12
2018-11-20,238.186,55.2442,34.103,98.7261,97.0512,102.483,115.67,69.6294,90.16
2018-11-21,238.998,56.018,34.7331,98.7858,97.0192,102.434,115.86,69.6865,92.16
2018-11-23,237.429,55.6492,34.3274,98.7559,97.121,102.275,115.77,69.5498,86.64
2018-11-26,241.239,56.4866,34.7504,98.736,96.8953,102.157,115.64,69.6785,87.52
2018-11-27,242.04,56.2685,34.9922,98.7659,97.0096,101.879,114.95,69.9754,87.6
2018-11-28,247.612,57.0717,35.8301,98.9551,96.5597,102.008,115.38,70.6016,85.28
2018-11-29,247.077,56.7821,35.519,99.0049,96.9146,102.612,115.74,70.6184,86.96
2018-11-30,248.588,56.5404,35.4849,98.975,97.2897,102.632,115.54,71.2888,85.84
2018-12-03,251.882,57.2869,36.2029,99.1482,97.9965,102.81,116.41,71.6692,90.16
2018-12-04,243.726,55.8018,35.4327,99.4071,99.6093,103.117,117.12,70.6095,89.44
2018-12-06,243.362,55.2794,35.1048,99.6362,99.9196,103.127,117.14,72.3573,87.52
2018-12-07,237.687,54.7217,34.4481,99.7752,100.107,103.266,118.09,71.4107,88.88
2018-12-10,238.136,54.2981,34.0856,99.835,100.527,103.018,117.68,70.9506,86.0
2018-12-11,238.196,54.4693,34.3458,99.855,100.513,102.632,117.54,70.984,87.6
2018-12-12,239.401,55.2696,34.9052,99.7951,100.054,102.483,117.79,69.889,86.56
2018-12-13,239.322,55.1708,34.897,99.8151,99.8339,102.503,117.53,70.295,89.68
2018-12-14,234.902,54.4595,34.4052,99.835,100.167,102.582,117.06,70.0915,86.56
2018-12-17,230.286,54.0271,34.0856,99.9947,100.767,102.751,117.87,67.4501,83.6
2018-12-18,230.03,54.0731,34.3136,100.293,101.385,102.988,118.15,68.147,78.32
2018-12-19,226.595,53.5526,33.743,100.393,102.709,103.157,117.43,67.3999,80.16
2018-12-20,222.91,53.3354,34.0058,100.293,102.337,102.889,119.24,66.3864,77.76
2018-12-21,218.344,52.406,33.7687,100.244,102.321,102.84,118.72,65.4614,76.56
2018-12-24,212.563,51.7975,33.4546,100.313,102.83,102.979,120.02,63.1297,74.32
2018-12-26,223.301,52.9979,34.1195,100.124,101.739,102.78,119.66,65.2412,79.2
2018-12-27,225.025,53.1535,34.0765,100.283,101.755,102.78,120.57,65.2324,76.96
2018-12-28,224.726,53.4352,34.4006,100.662,102.601,103.078,121.06,65.4457,76.24
2018-12-31,226.699,53.5174,34.2432,100.92,102.994,103.147,121.25,65.6217,77.28
2019-01-02,226.929,53.4088,34.3311,101.0,103.519,103.305,121.33,64.1952,78.8
2019-01-03,221.503,52.9255,33.7082,101.438,104.713,103.899,122.43,64.6436,79.6
2019-01-04,228.938,54.5456,34.7954,101.12,103.483,103.682,121.44,65.4015,81.44
2019-01-07,230.757,54.756,34.8741,100.94,103.182,103.632,121.86,66.0433,82.32
2019-01-08,232.902,55.1111,35.006,100.861,102.917,103.701,121.53,67.4078,84.0
2019-01-09,234.012,55.7314,35.6279,100.95,102.761,103.82,122.31,67.3085,88.4
2019-01-10,234.835,55.9486,35.8824,100.841,102.106,103.602,121.59,68.2247,88.8
2019-01-11,234.931,55.5651,35.7075,100.98,102.504,103.85,121.8,68.4193,87.2
2019-01-14,233.485,55.3107,35.4089,100.841,102.124,103.662,122.09,68.1883,85.52
2019-01-15,236.155,55.6032,35.6545,100.851,101.755,103.592,121.88,68.84,88.0
2019-01-16,236.73,55.7578,36.0932,100.94,101.863,103.583,122.27,69.3247,88.48
2019-01-17,238.53,55.9574,36.2506,100.861,101.881,103.493,122.11,69.6608,88.24
2019-01-18,241.706,56.5219,36.4255,100.791,101.35,103.365,121.02,69.8968,90.48
2019-01-22,238.443,55.6482,35.7937,100.871,102.025,103.434,121.45,69.6835,88.96
2019-01-23,238.931,55.9026,36.1636,100.98,101.991,103.305,121.28,69.6933,88.4
2019-01-24,239.065,55.9671,36.5134,101.16,102.655,103.474,121.09,69.9322,89.36
2019-01-25,241.103,56.604,36.9962,101.11,102.163,103.305,122.86,70.8041,90.0
2019-01-28,239.266,56.2949,36.6105,101.05,102.061,103.157,123.29,71.4981,87.6
2019-01-29,238.931,56.4221,36.6709,101.329,102.583,103.474,123.98,72.0644,89.28
2019-01-30,242.711,57.0413,37.4694,101.568,102.504,104.018,124.69,72.6423,91.2
2019-01-31,244.838,57.0687,37.7845,101.856,103.37,104.612,124.75,73.4013,90.8
2019-02-01,244.96,57.0492,37.487,101.658,102.751,104.246,124.5,72.9344,93.04
2019-02-04,246.703,57.2585,37.5483,101.578,102.296,104.028,123.96,73.478,92.0
2019-02-05,247.73,57.7056,38.0657,101.787,102.761,104.177,124.28,73.9016,90.32
2019-02-06,247.402,57.4141,37.5483,101.728,102.815,104.107,123.44,73.417,90.56
2019-02-07,245.038,56.649,37.171,101.778,103.473,104.276,123.74,74.0255,88.56
2019-02-08,245.333,56.468,36.9612,101.996,103.925,104.325,124.21,74.0255,88.64
2019-02-11,245.479,56.4133,36.8376,101.896,103.51,104.098,123.6,74.226,88.08
2019-02-12,248.636,57.0687,37.1454,101.906,103.247,104.117,123.86,73.76,89.28
2019-02-13,249.45,57.0775,36.8815,101.738,102.863,104.098,123.37,74.1385,90.72
2019-02-14,248.893,57.0961,36.952,101.886,103.446,104.395,124.06,74.3774,91.84
2019-02-15,251.603,57.9238,36.8998,101.956,103.61,104.395,124.8,74.8768,93.68
2019-02-19,252.033,58.1429,37.1883,102.016,103.873,104.642,126.7,74.8621,94.24
2019-02-20,252.57,58.3073,37.399,102.026,103.573,104.682,126.48,74.3932,95.44
2019-02-21,251.641,58.187,37.3212,101.807,102.665,104.494,125.05,74.4649,95.04
2019-02-22,253.202,58.3797,37.7324,102.056,103.267,104.781,125.5,74.9033,95.6
2019-02-25,253.537,58.5519,38.1527,102.026,102.966,104.702,125.37,74.3145,92.56
2019-02-26,253.373,58.8336,38.0218,102.136,103.454,104.86,125.58,74.0855,93.04
2019-02-27,253.258,58.5979,37.6966,101.916,102.302,104.603,124.69,73.7168,95.12
2019-02-28,252.811,58.5167,37.2067,101.748,101.967,104.424,123.99,73.9095,95.6
2019-03-01,254.38,58.8336,37.2516,101.598,101.014,104.226,121.88,73.6815,93.28
2019-03-04,253.433,58.6174,37.3029,101.708,101.818,104.375,121.56,74.0166,94.4
2019-03-05,253.087,58.6703,37.6719,101.778,102.016,104.345,121.72,74.2192,94.56
2019-03-06,251.574,58.5255,37.4612,101.916,102.391,104.454,121.61,73.8761,94.0
2019-03-07,249.469,57.778,36.7681,102.206,103.052,104.761,121.51,73.7168,94.48
2019-03-08,248.973,57.7868,36.5043,102.344,103.463,104.86,122.84,73.7935,93.84
2019-03-11,252.596,58.2877,37.1883,102.354,103.166,104.84,122.24,74.8768,94.88
2019-03-12,253.518,58.2525,37.3816,102.554,103.892,105.038,122.98,75.2198,95.12
2019-03-13,255.202,58.7524,37.4264,102.504,103.698,105.157,123.84,75.5905,97.52
2019-03-14,255.04,58.7436,37.2241,102.344,102.956,105.137,122.41,75.7055,97.76
2019-03-15,256.302,59.3815,37.7681,102.604,103.626,105.504,122.97,75.4685,97.6
2019-03-18,257.23,59.5918,38.1875,102.594,103.565,105.494,123.04,75.0891,98.48
2019-03-19,257.297,59.7083,38.2059,102.534,103.334,105.405,123.38,74.8621,98.24
2019-03-20,256.513,59.7347,38.2671,102.952,104.427,106.078,124.18,75.0891,100.0
2019-03-21,259.404,59.6985,38.3186,102.972,104.667,106.068,123.68,76.429,99.52
2019-03-22,254.434,58.5519,37.1974,103.47,106.275,106.405,123.97,75.8725,97.84
2019-03-25,254.234,58.6341,37.2845,103.639,106.442,106.375,124.92,75.9699,98.0
2019-03-26,256.142,58.9256,37.399,103.659,106.369,106.177,124.3,76.5764,99.76
2019-03-27,254.791,58.953,36.9962,103.889,107.358,106.227,123.65,76.3552,98.72
2019-03-28,255.749,58.8072,37.2423,103.898,107.719,106.316,121.9,77.1003,98.8
2019-03-29,257.355,59.0528,37.6278,103.889,107.621,106.514,122.01,77.0306,100.0
2019-04-01,260.428,59.809,38.2498,103.42,106.087,106.098,121.53,76.9844,102.56
2019-04-02,260.561,59.8276,38.1261,103.529,106.291,106.207,121.98,77.526,104.08
2019-04-03,260.955,60.2913,38.3908,103.341,105.361,105.88,121.8,77.4396,103.92
2019-04-04,261.645,60.1642,38.6271,103.42,105.673,105.949,122.11,77.3137,103.36
2019-04-05,262.917,60.3197,38.9256,103.49,105.806,106.068,121.98,77.8554,105.2
2019-04-08,263.116,60.354,38.9256,103.45,105.426,105.969,122.51,77.4199,107.2
2019-04-09,261.759,59.9734,38.8461,103.5,105.762,106.068,123.15,77.0129,106.64
2019-04-10,262.648,60.2004,39.0302,103.689,106.015,106.474,123.53,77.7216,107.28
2019-04-11,262.591,60.0732,38.6087,103.579,105.388,106.217,121.95,77.6686,106.16
2019-04-12,264.352,60.4919,38.889,103.38,104.657,106.019,121.83,78.0402,106.4
2019-04-15,264.181,60.5193,38.6884,103.361,104.907,106.068,121.6,77.6421,105.92
2019-04-16,264.352,60.5643,38.9779,103.171,104.258,105.83,120.51,75.8874,106.96
2019-04-17,263.711,60.7375,39.0924,103.161,104.293,105.811,120.28,75.1943,106.24
2019-04-18,264.227,60.7003,39.0648,103.301,104.834,106.108,120.37,75.7713,106.56
2019-04-22,264.457,60.6005,38.8111,103.171,104.341,106.009,120.37,74.9388,109.36
2019-04-23,266.832,60.7199,38.8982,103.361,104.567,106.256,120.12,75.9306,110.32
2019-04-24,266.245,60.3002,38.3725,103.599,105.408,106.633,120.47,76.49,109.44
2019-04-25,266.086,60.2551,38.3186,103.589,105.249,106.633,120.57,76.3297,108.24
2019-04-26,267.318,60.5017,38.4686,103.789,105.62,106.87,121.37,76.9323,104.72
2019-04-29,267.751,60.7463,38.5474,103.619,104.942,106.573,120.83,76.1783,105.84
2019-04-30,267.893,60.7825,38.5136,103.669,105.48,106.742,121.2,76.9067,106.32
2019-05-01,265.864,60.4361,38.2233,103.739,105.917,106.514,120.4,76.9687,105.76
2019-05-02,265.299,60.3442,38.3102,103.519,105.408,106.058,119.94,77.0483,102.56
2019-05-03,267.893,60.9928,38.7653,103.679,105.718,106.365,120.65,77.703,102.96
2019-05-06,266.774,60.3002,37.9677,103.819,105.999,106.534,120.81,77.4562,104.56
2019-05-07,262.332,59.2445,37.2241,103.947,106.82,106.593,121.21,76.0555,101.84
2019-05-08,261.97,59.3179,37.171,103.928,106.35,106.306,120.91,75.9758,103.12
2019-05-09,261.165,59.045,36.5832,103.987,106.794,106.494,121.2,76.1694,102.48
2019-05-10,262.496,59.4803,36.8028,104.007,106.644,106.732,121.43,76.9844,102.72
2019-05-13,255.891,58.0979,35.5766,104.187,107.49,106.94,122.67,76.9067,101.44
2019-05-14,258.216,58.6791,36.0765,104.277,107.184,107.019,122.46,77.1889,102.96
2019-05-15,259.702,58.8894,36.1462,104.445,107.824,107.237,122.39,77.7118,103.76
2019-05-16,262.131,59.3619,35.9703,104.337,107.474,107.068,121.51,78.0215,105.12
2019-05-17,260.438,58.9716,35.321,104.366,107.703,106.959,120.65,77.8731,104.64
2019-05-20,258.696,58.7339,35.1708,104.217,107.49,106.831,120.64,76.7465,105.2
2019-05-21,261.031,59.1271,35.6195,104.207,107.311,106.89,120.36,77.4022,105.04
2019-05-22,260.245,58.8894,35.4438,104.376,107.922,106.93,120.24,77.6322,101.92
2019-05-23,257.058,58.3513,34.9878,104.685,109.159,107.138,121.17,77.8102,96.72
2019-05-24,257.643,58.9804,35.0223,104.715,109.241,107.326,121.3,78.048,97.84
2019-05-28,255.241,58.4061,35.146,104.874,110.095,107.385,120.83,77.2783,97.84
2019-05-29,253.518,58.0334,35.3741,104.904,110.358,107.583,120.87,76.251,97.92
2019-05-30,254.224,58.2525,35.5674,105.163,111.3,107.94,121.69,76.5696,94.08
2019-05-31,250.781,57.7232,35.6891,105.66,112.695,108.583,123.33,77.0129,88.8
2019-06-03,250.16,58.0598,36.0144,105.91,113.453,108.881,125.11,77.1967,87.92
2019-06-04,255.584,58.725,36.0932,105.82,112.147,108.663,125.15,76.8536,89.28
2019-06-05,257.795,58.7065,35.8027,105.76,111.529,108.732,125.47,78.457,86.16
2019-06-06,259.47,58.9432,35.8209,105.74,111.882,108.663,125.88,78.6073,88.48
2019-06-07,262.082,59.6907,36.1012,106.039,112.855,109.069,126.59,78.9012,89.84
2019-06-10,263.291,59.854,36.4777,105.76,111.798,108.484,125.33,78.6418,88.88
2019-06-11,263.224,60.1544,36.8907,105.74,111.868,108.346,125.18,78.8541,88.88
2019-06-12,262.744,59.7083,36.4961,105.88,111.935,108.395,125.83,79.1224,85.12
2019-06-13,263.836,59.7631,36.4346,106.098,112.324,108.435,126.6,79.4587,87.04
2019-06-14,263.54,59.3277,36.0308,106.079,112.612,108.276,126.56,79.5019,87.52
2019-06-17,263.641,59.3727,36.1736,106.049,112.81,108.078,126.48,80.3532,86.48
2019-06-18,266.39,60.1632,37.0464,106.338,113.376,108.504,127.12,80.2746,90.0
2019-06-19,267.003,60.5359,37.3559,106.706,113.542,109.128,127.89,80.7091,90.64
2019-06-20,269.558,61.0662,37.9037,106.896,113.849,109.752,131.11,81.1141,94.8
2019-06-21,269.156,60.8059,37.781,106.616,112.585,109.257,131.98,79.9727,95.76
2019-06-24,268.824,60.9351,37.7277,106.806,113.428,109.475,133.94,79.6955,96.08
2019-06-25,266.19,60.5731,37.3385,106.826,113.787,109.277,134.2,78.5189,96.0
2019-06-26,265.93,60.6465,37.692,106.586,113.057,109.168,132.97,76.95,98.32
2019-06-27,266.867,60.7962,37.9568,106.886,113.859,109.386,132.84,77.9438,98.32
2019-06-28,268.246,61.1396,37.9037,106.836,113.779,109.425,133.2,78.2132,96.32
2019-07-01,270.669,61.4282,38.3543,106.916,113.506,109.188,130.62,78.1758,98.24
2019-07-02,271.395,61.6052,38.258,107.114,114.387,109.247,133.41,79.5372,93.6
2019-07-03,273.549,62.024,38.1866,107.284,115.2,109.534,133.63,80.4849,94.16
2019-07-05,273.244,61.5495,37.9219,106.826,113.675,109.197,132.14,80.1979,95.6
2019-07-08,271.759,61.1953,37.692,106.766,113.83,109.217,131.29,80.4849,95.44
2019-07-09,272.075,60.9351,37.5777,106.736,113.787,109.336,131.75,80.7533,96.32
2019-07-10,273.387,61.1484,37.8945,106.816,113.155,109.524,133.83,81.2182,100.24
2019-07-11,274.028,61.1298,37.8239,106.418,111.644,109.178,132.7,80.1635,100.4
2019-07-12,275.235,61.2051,37.8516,106.536,111.781,109.376,133.53,80.0563,100.16
2019-07-15,275.329,61.2618,37.9915,106.686,112.413,109.643,133.53,79.9934,98.4
2019-07-16,274.402,61.0104,37.9393,106.576,112.072,109.475,132.4,79.8047,96.56
2019-07-17,272.592,60.9263,37.8239,106.856,113.298,109.693,134.58,79.5372,94.0
2019-07-18,273.579,61.1122,38.0537,107.034,113.307,109.93,136.48,79.5372,92.48
2019-07-19,272.055,60.9351,37.8605,106.906,113.039,109.752,134.47,78.2397,93.36
2019-07-22,272.727,61.0016,37.8688,107.044,113.251,109.782,134.45,78.166,93.44
2019-07-23,274.689,61.3822,37.9127,106.936,112.628,109.752,133.69,79.0547,94.48
2019-07-24,275.971,61.4282,37.9741,107.094,113.119,109.782,134.37,79.1156,92.72
2019-07-25,274.66,60.8059,37.6398,106.926,112.576,109.603,133.42,78.6497,92.8
2019-07-26,276.507,60.9263,37.7187,106.945,112.846,109.524,133.64,79.0085,93.2
2019-07-29,275.99,61.0564,37.6481,106.995,112.883,109.435,134.53,79.2237,94.56
2019-07-30,275.299,60.3481,37.3559,106.985,113.155,109.594,134.98,79.8588,96.64
2019-07-31,272.294,59.9489,36.8973,107.034,114.064,109.762,133.21,79.5452,96.32
2019-08-01,269.931,59.7816,36.1736,107.861,116.322,110.168,136.41,79.5452,90.48
2019-08-02,267.903,59.2524,35.8192,107.891,117.389,110.247,135.89,79.9295,91.84
2019-08-05,259.834,57.7722,34.4949,108.369,119.424,110.633,137.79,78.3567,90.96
2019-08-06,263.493,58.1645,34.9886,108.667,120.382,111.039,138.91,79.2237,89.12
2019-08-07,263.641,58.3875,35.1479,108.608,120.428,111.099,141.02,79.9934,86.72
2019-08-08,268.804,58.954,35.5812,108.717,120.687,111.376,141.73,81.3972,87.68
2019-08-09,266.984,58.545,35.2183,108.568,120.445,111.267,141.26,81.2989,90.24
2019-08-12,263.78,58.0803,34.7944,108.987,122.961,111.713,142.615,81.0816,90.92
2019-08-13,267.844,58.6292,35.2359,108.807,122.539,111.525,141.78,81.2005,94.96
2019-08-14,259.912,57.0198,34.2212,109.145,125.284,111.742,142.75,79.9679,91.52
2019-08-15,260.61,57.2145,34.4501,109.653,126.688,112.238,143.7,80.7622,90.8
2019-08-16,264.438,57.9042,34.9271,109.564,125.666,111.911,142.78,81.5948,91.2
2019-08-19,267.644,58.2554,35.0682,109.265,123.874,111.485,141.11,82.1856,93.28
2019-08-20,265.595,58.0608,35.1406,109.574,125.142,111.633,142.21,81.6046,93.04
2019-08-21,267.751,58.4707,35.4748,109.515,124.306,111.515,141.76,81.9438,92.88
2019-08-22,267.664,58.3582,35.0152,109.225,123.493,111.426,141.4,82.3212,92.24
2019-08-23,260.792,57.6332,34.4949,109.673,125.515,112.059,144.17,81.1652,89.52
2019-08-26,263.661,58.1087,34.6809,109.623,125.002,111.94,144.19,81.7903,89.44
2019-08-27,262.638,58.0608,34.7412,109.982,126.95,112.475,145.57,81.5584,91.36
2019-08-28,264.477,58.0608,34.8392,109.992,127.124,112.683,145.16,81.8277,93.12
2019-08-29,267.874,58.5636,35.2276,109.923,126.623,112.753,144.12,82.4647,94.24
2019-08-30,267.751,58.7955,35.5006,110.022,126.659,112.327,143.75,82.5247,91.68
2019-09-03,266.172,58.684,35.2808,109.992,126.835,112.188,145.75,83.3475,89.76
2019-09-04,269.192,59.5126,35.8723,110.191,127.023,112.475,146.66,84.0464,93.68
2019-09-05,272.66,59.8286,36.2789,109.703,124.701,111.96,143.14,83.4369,93.6
2019-09-06,272.859,60.0243,36.4374,109.823,125.596,112.049,141.92,83.6267,94.16
2019-09-09,272.996,60.2004,36.5528,109.345,123.363,111.475,141.39,83.2236,96.64
2019-09-10,272.937,60.3031,36.5785,108.767,121.218,110.851,140.18,82.3644,95.84
2019-09-11,274.9,60.6367,36.8357,108.787,121.0,110.732,141.03,82.4568,93.44
2019-09-12,275.836,60.9918,37.0995,108.608,120.205,110.643,141.32,82.8923,91.76
2019-09-13,275.646,61.3362,37.3128,107.951,117.631,109.99,140.15,82.0057,91.52
2019-09-16,274.813,60.7864,37.0218,108.239,119.128,110.653,141.32,82.7213,102.64
2019-09-17,275.484,60.9918,37.0218,108.409,119.77,110.792,141.6,83.6188,98.32
2019-09-18,275.656,60.9175,36.8696,108.539,120.284,110.445,140.71,83.3298,96.8
2019-09-19,275.636,61.1219,36.7204,108.697,120.654,110.673,141.28,83.6267,97.52
2019-09-20,274.344,60.982,36.7552,109.086,122.24,111.267,142.95,83.6267,97.6
2019-09-23,274.277,60.8245,36.7918,109.135,122.213,111.426,143.75,83.7604,97.68
2019-09-24,272.115,60.5917,36.4025,109.435,123.683,111.673,144.51,83.5707,95.2
2019-09-25,273.733,60.4146,36.3769,108.987,121.879,111.099,141.83,83.7338,94.4
2019-09-26,273.158,60.6367,36.3678,109.165,122.666,111.158,141.79,84.4377,94.4
2019-09-27,271.704,60.4322,35.8998,109.295,122.968,110.99,141.06,83.9678,93.28
2019-09-30,272.947,60.6563,36.1022,109.325,123.275,111.089,138.87,84.1123,90.72
2019-10-01,269.712,60.0614,35.8466,109.534,123.625,111.297,139.63,83.316,89.52
2019-10-02,264.945,58.8336,35.5728,109.613,123.932,111.297,141.26,82.9661,87.84
2019-10-03,267.118,59.224,36.0308,110.052,125.058,111.653,141.9,83.7702,87.44
2019-10-04,270.716,59.6887,36.192,110.231,125.994,112.0,141.9,84.2744,88.32
2019-10-07,269.558,59.6153,35.8907,109.923,124.939,111.693,140.69,84.0936,88.32
2019-10-08,265.386,59.0567,35.6332,109.962,125.276,111.584,141.92,83.6513,87.12
2019-10-09,267.893,59.4842,35.909,109.903,124.565,111.356,142.05,83.8134,87.92
2019-10-10,269.712,59.9039,36.2789,109.515,122.727,111.01,140.81,83.9501,89.52
2019-10-11,272.497,60.9732,36.8614,109.155,121.218,110.673,140.03,83.9137,91.36
2019-10-14,272.183,60.7218,36.703,109.335,122.084,110.851,140.59,83.9501,89.44
2019-10-15,274.909,61.4282,37.0298,108.987,120.609,110.475,139.61,84.0572,88.48
2019-10-16,274.459,61.5221,37.1361,109.175,120.76,110.653,140.41,84.0671,89.12
